185.62.230.0/24 #AS215713 UEC-AUK United Education Company CJSC, KW
88.81.192.0/19 #AS28947 INTURAL-AS ZAO InT, RU
131.169.0.0/16 #AS1754 DESY-HAMBURG Deutsches Elektronen-Synchrotron DESY, DE
141.34.0.0/16 #AS1754 DESY-HAMBURG Deutsches Elektronen-Synchrotron DESY, DE
192.76.172.0/24 #AS1754 DESY-HAMBURG Deutsches Elektronen-Synchrotron DESY, DE
192.109.31.0/24 #AS1754 DESY-HAMBURG Deutsches Elektronen-Synchrotron DESY, DE
209.189.128.0/19 #AS54249 APS-AS1 Albuquerque Public Schools, US
209.189.160.0/22 #AS54249 APS-AS1 Albuquerque Public Schools, US
209.189.164.0/23 #AS54249 APS-AS1 Albuquerque Public Schools, US
209.189.167.0/24 #AS54249 APS-AS1 Albuquerque Public Schools, US
209.189.169.0/24 #AS54249 APS-AS1 Albuquerque Public Schools, US
209.189.171.0/24 #AS54249 APS-AS1 Albuquerque Public Schools, US
209.189.172.0/22 #AS54249 APS-AS1 Albuquerque Public Schools, US
209.189.176.0/21 #AS54249 APS-AS1 Albuquerque Public Schools, US
209.189.191.0/24 #AS54249 APS-AS1 Albuquerque Public Schools, US
43.252.232.0/22 #AS38044 GITN-NETWORK GITN-SCHOOLNET, MY
103.245.88.0/22 #AS38044 GITN-NETWORK GITN-SCHOOLNET, MY
175.28.12.0/22 #AS38044 GITN-NETWORK GITN-SCHOOLNET, MY
202.60.56.0/22 #AS38044 GITN-NETWORK GITN-SCHOOLNET, MY
203.12.220.0/24 #AS38044 GITN-NETWORK GITN-SCHOOLNET, MY
203.62.1.0/24 #AS38044 GITN-NETWORK GITN-SCHOOLNET, MY
202.37.43.0/24 #AS55747 SIT-AS-AP Southern Institute of Technology, NZ
202.50.90.0/24 #AS55747 SIT-AS-AP Southern Institute of Technology, NZ
199.223.128.0/23 #AS26043 NATL-EDU National Education Association, US
199.223.130.0/24 #AS26043 NATL-EDU National Education Association, US
192.92.13.0/24 #AS3730 AQUINA-001 Aquinas College, US
194.225.166.0/23 #AS57745 TMU-ASN Tarbiat Modares University, IR
194.225.168.0/22 #AS57745 TMU-ASN Tarbiat Modares University, IR
194.225.172.0/23 #AS57745 TMU-ASN Tarbiat Modares University, IR
103.152.52.0/24 #AS141052 IDNIC-IAINM-AS-ID Institut Agama Islam Negeri Metro, ID
78.83.209.0/24 #AS198280 VFU-AS Varna Free University Chernorizets Hrabar, BG
213.91.231.0/24 #AS198280 VFU-AS Varna Free University Chernorizets Hrabar, BG
192.94.102.0/23 #AS1252 UNMC-AS University of Nebraska Medical Center, US
192.94.104.0/22 #AS1252 UNMC-AS University of Nebraska Medical Center, US
192.94.108.0/24 #AS1252 UNMC-AS University of Nebraska Medical Center, US
192.198.32.0/20 #AS1252 UNMC-AS University of Nebraska Medical Center, US
192.198.48.0/21 #AS1252 UNMC-AS University of Nebraska Medical Center, US
63.193.200.0/24 #AS25664 SCOE-ASN-25664 Solano County Office of Education, US
63.199.32.0/21 #AS25664 SCOE-ASN-25664 Solano County Office of Education, US
63.199.40.0/22 #AS25664 SCOE-ASN-25664 Solano County Office of Education, US
63.199.44.0/24 #AS25664 SCOE-ASN-25664 Solano County Office of Education, US
149.156.0.0/16 #AS8267 CYFRONET-AS Academic Computer Centre CYFRONET AGH, PL
185.92.50.0/24 #AS8267 CYFRONET-AS Academic Computer Centre CYFRONET AGH, PL
192.86.14.0/24 #AS8267 CYFRONET-AS Academic Computer Centre CYFRONET AGH, PL
192.245.169.0/24 #AS8267 CYFRONET-AS Academic Computer Centre CYFRONET AGH, PL
193.193.64.0/21 #AS8267 CYFRONET-AS Academic Computer Centre CYFRONET AGH, PL
195.150.224.0/19 #AS8267 CYFRONET-AS Academic Computer Centre CYFRONET AGH, PL
200.11.33.0/24 #AS270028 INSTITUTO-NACIONAL-CANCEROLOGIA INSTITUTO NACIONAL DE CANCEROLOGÍA - EMPRESA SOCIAL DEL ESTADO, CO
203.158.140.0/22 #AS135129 UNINET-AS-RMUTTO-BP Office of Info.Tech. Admin. for Educational Development, TH
45.132.85.0/24 #AS207507 KSTU-AS Non-profit joint-stock company Karaganda technical University, KZ
177.129.72.0/23 #AS262390 CESUMAR-CENTRO-UNIVERSITARIO CESUMAR - CENTRO UNIVERSITARIO DE MARINGA, BR
193.111.176.0/22 #AS24924 IPBR Non-commercial 'Partnership Institute of professional accountants and auditors of Russia, RU
64.132.44.0/24 #AS33344 PUBLIC-AS American Petroleum Institute, US
68.65.160.0/20 #AS46749 STANFORD-INTERNET-ACCESS Stanford University, US
147.253.192.0/20 #AS36701 STETSON-UNIVERSITY Stetson University, US
206.226.144.0/24 #AS11204 KPCSD Kings Park Central School District, US
206.226.156.0/24 #AS11204 KPCSD Kings Park Central School District, US
74.122.220.0/22 #AS53450 UAAM-ASN University of Arkansas at Monticello, US
129.19.0.0/16 #AS14041 FRGP University Corporation for Atmospheric Research, US
130.253.0.0/16 #AS14041 FRGP University Corporation for Atmospheric Research, US
147.153.0.0/16 #AS14041 FRGP University Corporation for Atmospheric Research, US
161.98.0.0/16 #AS14041 FRGP University Corporation for Atmospheric Research, US
192.43.217.0/24 #AS14041 FRGP University Corporation for Atmospheric Research, US
198.59.2.0/24 #AS14041 FRGP University Corporation for Atmospheric Research, US
128.6.0.0/16 #AS46 RUTGERS Rutgers The State University, US
130.219.0.0/16 #AS46 RUTGERS Rutgers The State University, US
165.230.0.0/16 #AS46 RUTGERS Rutgers The State University, US
192.12.88.0/24 #AS46 RUTGERS Rutgers The State University, US
192.76.178.0/24 #AS46 RUTGERS Rutgers The State University, US
198.151.130.0/24 #AS46 RUTGERS Rutgers The State University, US
204.52.215.0/24 #AS46 RUTGERS Rutgers The State University, US
206.127.136.0/21 #AS18572 BVIU27 Beaver Valley Intermediate Unit #27, US
192.147.113.0/24 #AS397913 ESU-AS East Stroudsburg University of Pennsylvania, US
192.148.218.0/24 #AS397913 ESU-AS East Stroudsburg University of Pennsylvania, US
192.153.187.0/24 #AS397913 ESU-AS East Stroudsburg University of Pennsylvania, US
204.108.182.0/23 #AS397913 ESU-AS East Stroudsburg University of Pennsylvania, US
204.235.160.0/23 #AS397913 ESU-AS East Stroudsburg University of Pennsylvania, US
206.225.96.0/19 #AS397913 ESU-AS East Stroudsburg University of Pennsylvania, US
164.106.0.0/16 #AS22845 VIRGINIA-COMMUNITY-COLLEGE-SYSTEM Virginia Community College System, US
192.101.18.0/24 #AS22845 VIRGINIA-COMMUNITY-COLLEGE-SYSTEM Virginia Community College System, US
185.104.56.0/22 #AS28821 UDST-QATAR University of Doha for Science and Technology, QA
91.232.131.0/24 #AS198207 EUL-AS REGIONAL STATE STATE INSTITUTION CORPORATION FOR DEVELOPMENT OF INTERNET TECHNOLOGIES - MULTIFUNCTIONAL CENTRE FOR PROVIDING STATE AND MUNICIPAL SERVICES IN THE ULYANOVSK REGION, RU
198.134.151.0/24 #AS398845 MCC-WACO McLennan Community College, US
131.112.0.0/16 #AS9367 ISCT Institute of Science Tokyo, JP
199.93.81.0/24 #AS30054 THE-COLLEGE-OF-WESTCHESTER The College of Westchester, US
167.249.156.0/22 #AS265190 INSTITUTO-BRASILEIRO-PLANEJAMENTO Instituto Brasileiro de Planejamento Tributário, BR
202.58.80.0/20 #AS24020 UITM-AS-AP Universiti Teknologi MARA, MY
198.235.255.0/24 #AS11494 KELLOGGCC Kellogg Community College, US
185.42.92.0/23 #AS201835 MFC-AS State Institution of the Yamal-Nenets autonomous district Multifunctional Centre of state and municipal services, RU
194.127.248.0/22 #AS202321 INA Institut National de l'Audiovisuel, FR
198.147.146.0/24 #AS393267 ATCC American Type Culture Collection, US
198.60.240.0/21 #AS30543 TVCC-5-AS Treasure Valley Community College, US
199.104.9.0/24 #AS30543 TVCC-5-AS Treasure Valley Community College, US
45.168.196.0/22 #AS267740 UNIVERSIDAD-U-LATINA UNIVERSIDAD U LATINA SRL, CR
103.84.116.0/24 #AS136070 IDNIC-UNSRAT-AS-ID UNIVERSITAS SAM RATULANGI, ID
103.134.17.0/24 #AS138144 IDNIC-IAINKEDIRI-AS-ID Institut Agama Islam Negeri Kediri, ID
131.247.0.0/16 #AS5661 USF UNIVERSITY OF SOUTH FLORIDA, US
192.139.36.0/24 #AS26037 RED-DEER-POLYTECHNIC Red Deer Polytechnic, CA
204.209.16.0/23 #AS26037 RED-DEER-POLYTECHNIC Red Deer Polytechnic, CA
204.209.19.0/24 #AS26037 RED-DEER-POLYTECHNIC Red Deer Polytechnic, CA
212.193.133.0/24 #AS9077 UFSC-AS Federal State Budgetary Scientific Institution Ufa Federal Research Center of the Russian Academy of Sciences, RU
212.193.134.0/24 #AS9077 UFSC-AS Federal State Budgetary Scientific Institution Ufa Federal Research Center of the Russian Academy of Sciences, RU
192.77.116.0/24 #AS17369 CHAPNET Chapman University, US
198.175.251.0/24 #AS17369 CHAPNET Chapman University, US
198.175.252.0/24 #AS17369 CHAPNET Chapman University, US
206.211.128.0/19 #AS17369 CHAPNET Chapman University, US
198.206.222.0/24 #AS393399 SNL-KTF Sandia National Laboratories, US
138.238.16.0/20 #AS919 AS919 The Howard University, US
138.238.32.0/19 #AS919 AS919 The Howard University, US
138.238.64.0/18 #AS919 AS919 The Howard University, US
138.238.128.0/18 #AS919 AS919 The Howard University, US
138.238.192.0/20 #AS919 AS919 The Howard University, US
138.238.216.0/21 #AS919 AS919 The Howard University, US
138.238.224.0/20 #AS919 AS919 The Howard University, US
138.238.240.0/21 #AS919 AS919 The Howard University, US
103.231.240.0/22 #AS133498 DLSU-AS-AP De La Salle University Incorporated, PH
69.74.221.0/24 #AS17278 IONACOLLEGE Iona University, US
192.231.231.0/24 #AS17278 IONACOLLEGE Iona University, US
143.0.100.0/24 #AS264618 INSTITUTO-UNIVERSITARIO-AERONAUTICO INSTITUTO UNIVERSITARIO AERONÁUTICO, AR
23.139.156.0/24 #AS46743 PHILANDER-SMITH-UNIVERSITY-AS Philander Smith University, US
212.83.0.0/19 #AS9039 IIAT-AS Institute of information & analytical technologies IIAT Limited, RU
203.190.248.0/24 #AS38021 IIFTNET-AS-AP Network of Indian Institute of Foreign Trade, IN
103.205.160.0/23 #AS135012 SDU-AS-AP Suan Dusit University, TH
37.18.92.0/23 #AS34849 RUDN-AS Federal State Institution of Higher Professional Education Peoples Friendship University of Russia, RU
80.250.174.0/24 #AS34849 RUDN-AS Federal State Institution of Higher Professional Education Peoples Friendship University of Russia, RU
64.88.0.0/17 #AS26463 MISD-NET Macomb Intermediate School District, US
67.221.245.0/24 #AS15562 SNIJDERS Job Snijders, NL
165.254.225.0/24 #AS15562 SNIJDERS Job Snijders, NL
192.147.168.0/24 #AS15562 SNIJDERS Job Snijders, NL
194.32.71.0/24 #AS15562 SNIJDERS Job Snijders, NL
198.58.2.0/23 #AS15562 SNIJDERS Job Snijders, NL
204.2.30.0/23 #AS15562 SNIJDERS Job Snijders, NL
209.24.0.0/16 #AS15562 SNIJDERS Job Snijders, NL
128.111.0.0/16 #AS131 UCSB-NET-AS University of California Santa Barbara, US
169.231.0.0/16 #AS131 UCSB-NET-AS University of California Santa Barbara, US
192.35.222.0/24 #AS131 UCSB-NET-AS University of California Santa Barbara, US
192.150.216.0/23 #AS131 UCSB-NET-AS University of California Santa Barbara, US
199.120.153.0/24 #AS131 UCSB-NET-AS University of California Santa Barbara, US
118.128.121.0/24 #AS9489 KARINET-AS Korea Aerospace Research Institute, KR
150.197.0.0/16 #AS9489 KARINET-AS Korea Aerospace Research Institute, KR
193.35.108.0/24 #AS57299 MILICRON-AS MILICRON RESEARCH SRL, RO
103.217.65.0/24 #AS151532 IDNIC-IAIN-BONE-AS-ID Institut Agama Islam Negeri Bone, ID
103.245.56.0/24 #AS151532 IDNIC-IAIN-BONE-AS-ID Institut Agama Islam Negeri Bone, ID
103.13.27.0/24 #AS150357 SUN-SECBASE University of Nagasaki, JP
209.140.192.0/18 #AS394289 HOPE-COLLEGE Hope College, US
212.16.0.0/19 #AS8592 IMT Research and production firm IMT-Center OOO, RU
129.207.0.0/16 #AS46335 PVAMU PRAIRIE VIEW A&M UNIVERSITY, US
198.85.212.0/24 #AS399050 ROW-CAB-01 Rowan-Cabarrus Community College, US
142.202.92.0/24 #AS398261 MCCC-MONROE-MI Monroe County Community College, US
45.158.120.0/23 #AS58104 UI University of Isfahan, IR
94.184.88.0/22 #AS58104 UI University of Isfahan, IR
137.140.0.0/16 #AS22303 NEWPALTZEDU State University of New York at New Paltz, US
70.175.9.0/24 #AS46695 REGENT-ASN1 Regent University, US
198.49.157.0/24 #AS46695 REGENT-ASN1 Regent University, US
83.171.0.0/18 #AS2847 LITNET Kauno Technologijos Universitetas, LT
158.129.0.0/17 #AS2847 LITNET Kauno Technologijos Universitetas, LT
158.129.192.0/18 #AS2847 LITNET Kauno Technologijos Universitetas, LT
193.219.32.0/21 #AS2847 LITNET Kauno Technologijos Universitetas, LT
193.219.60.0/22 #AS2847 LITNET Kauno Technologijos Universitetas, LT
193.219.64.0/20 #AS2847 LITNET Kauno Technologijos Universitetas, LT
193.219.152.0/21 #AS2847 LITNET Kauno Technologijos Universitetas, LT
193.219.160.0/19 #AS2847 LITNET Kauno Technologijos Universitetas, LT
12.155.53.0/24 #AS396247 AESHS125 Adlai E. Stevenson High School, US
50.205.129.0/24 #AS396247 AESHS125 Adlai E. Stevenson High School, US
65.36.70.0/24 #AS397021 BELTON-INDEPENDENT-SCHOOL-DISTRICT Belton Independent School District, US
37.128.152.0/21 #AS8865 ASN-BIAMAN-EDU Politechnika Bialostocka, PL
82.139.128.0/19 #AS8865 ASN-BIAMAN-EDU Politechnika Bialostocka, PL
82.139.168.0/21 #AS8865 ASN-BIAMAN-EDU Politechnika Bialostocka, PL
82.139.176.0/21 #AS8865 ASN-BIAMAN-EDU Politechnika Bialostocka, PL
212.33.64.0/19 #AS8865 ASN-BIAMAN-EDU Politechnika Bialostocka, PL
149.159.128.0/17 #AS27198 INDIANA-EXTERNAL Indiana University, US
149.160.128.0/17 #AS27198 INDIANA-EXTERNAL Indiana University, US
149.165.244.0/23 #AS27198 INDIANA-EXTERNAL Indiana University, US
192.12.206.0/24 #AS27198 INDIANA-EXTERNAL Indiana University, US
192.68.133.0/24 #AS27198 INDIANA-EXTERNAL Indiana University, US
198.49.214.0/24 #AS27198 INDIANA-EXTERNAL Indiana University, US
152.66.0.0/16 #AS2547 BMENET-AS Budapest University of Technology and Economics, HU
199.91.192.0/21 #AS27500 ICANN-MEETINGS ICANN, US
31.3.112.0/21 #AS2114 ESIC ESCUELAS DE ESTUDIOS SUPERIORES ESIC SACERDOTES DEL CORAZON DE JESUS PADRES REPARADORES, ES
161.64.0.0/16 #AS7582 UMAC-AS-AP University of Macau, MO
216.229.224.0/20 #AS14264 SAU-AS Southern Adventist University, US
216.249.112.0/20 #AS14264 SAU-AS Southern Adventist University, US
69.166.40.0/23 #AS33427 WSU-TRI-AS Washington State University, US
69.166.61.0/24 #AS33427 WSU-TRI-AS Washington State University, US
134.121.189.0/24 #AS33427 WSU-TRI-AS Washington State University, US
192.31.216.0/24 #AS33427 WSU-TRI-AS Washington State University, US
150.108.0.0/16 #AS32531 FORDHAM-UNIVERSITY Fordham University, US
102.220.200.0/22 #AS328813 UCU-AS Uganda Christian University, UG
45.222.128.0/18 #AS327886 CENTRAL-UNIVERSITY-AS Central University College, GH
170.235.0.0/16 #AS11534 PHILA-SCHOOL-DISTRICT The School District of Philadelphia, US
148.202.0.0/16 #AS2549 UNIVERSIDAD-GUADALAJARA Universidad de Guadalajara, MX
200.39.160.0/19 #AS2549 UNIVERSIDAD-GUADALAJARA Universidad de Guadalajara, MX
207.249.224.0/19 #AS2549 UNIVERSIDAD-GUADALAJARA Universidad de Guadalajara, MX
198.178.194.0/24 #AS11897 TULSA-COMMUNITY-COLLEGE Tulsa Community College, US
199.245.163.0/24 #AS11897 TULSA-COMMUNITY-COLLEGE Tulsa Community College, US
199.245.164.0/23 #AS11897 TULSA-COMMUNITY-COLLEGE Tulsa Community College, US
199.245.166.0/24 #AS11897 TULSA-COMMUNITY-COLLEGE Tulsa Community College, US
142.237.0.0/16 #AS32347 PRAN-ASN Sir Sandford Fleming College of Applied Arts and Technology, CA
192.197.95.0/24 #AS32347 PRAN-ASN Sir Sandford Fleming College of Applied Arts and Technology, CA
192.197.148.0/24 #AS32347 PRAN-ASN Sir Sandford Fleming College of Applied Arts and Technology, CA
103.25.231.0/24 #AS132749 IIITD-AS-IN Indraprastha Institute of Information Technology Delhi, IN
206.207.160.0/20 #AS14690 PEORIAUSD11 Peoria Unified School District, US
198.51.243.0/24 #AS22966 GOSHEN-COLLEGE Goshen College, US
198.51.244.0/24 #AS22966 GOSHEN-COLLEGE Goshen College, US
199.8.232.0/21 #AS22966 GOSHEN-COLLEGE Goshen College, US
41.93.0.0/17 #AS37182 TERNET Tanzania Education And Research Network, TZ
64.45.64.0/18 #AS557 UMAINE-SYS-AS University of Maine System, US
65.18.0.0/18 #AS557 UMAINE-SYS-AS University of Maine System, US
65.18.64.0/19 #AS557 UMAINE-SYS-AS University of Maine System, US
65.18.96.0/20 #AS557 UMAINE-SYS-AS University of Maine System, US
130.111.0.0/16 #AS557 UMAINE-SYS-AS University of Maine System, US
141.114.0.0/16 #AS557 UMAINE-SYS-AS University of Maine System, US
169.244.0.0/16 #AS557 UMAINE-SYS-AS University of Maine System, US
198.148.217.0/24 #AS557 UMAINE-SYS-AS University of Maine System, US
198.182.161.0/24 #AS557 UMAINE-SYS-AS University of Maine System, US
198.182.162.0/23 #AS557 UMAINE-SYS-AS University of Maine System, US
198.202.151.0/24 #AS557 UMAINE-SYS-AS University of Maine System, US
199.33.141.0/24 #AS557 UMAINE-SYS-AS University of Maine System, US
204.137.240.0/24 #AS557 UMAINE-SYS-AS University of Maine System, US
204.197.0.0/17 #AS557 UMAINE-SYS-AS University of Maine System, US
207.166.224.0/19 #AS557 UMAINE-SYS-AS University of Maine System, US
209.222.192.0/19 #AS557 UMAINE-SYS-AS University of Maine System, US
198.30.228.0/23 #AS11446 LAKELAND-AS Lakeland Community College, US
198.30.230.0/24 #AS11446 LAKELAND-AS Lakeland Community College, US
208.68.192.0/22 #AS11446 LAKELAND-AS Lakeland Community College, US
134.65.184.0/23 #AS55268 WA-EDMONDS15 Edmonds School District #15, US
202.46.187.0/24 #AS45285 NZ-AS-NS2-AP InternetNZ, NZ
202.46.188.0/23 #AS45285 NZ-AS-NS2-AP InternetNZ, NZ
188.241.122.0/23 #AS198497 SIPAY Sipay Elektronik Para ve Odeme Hizmetleri A.S., TR
195.62.5.0/24 #AS198497 SIPAY Sipay Elektronik Para ve Odeme Hizmetleri A.S., TR
116.122.58.0/24 #AS9323 DGUNET-AS DONGGUK University, KR
210.94.160.0/19 #AS9323 DGUNET-AS DONGGUK University, KR
210.94.192.0/19 #AS9323 DGUNET-AS DONGGUK University, KR
223.195.224.0/19 #AS9323 DGUNET-AS DONGGUK University, KR
131.210.0.0/16 #AS3128 BRUWS-AS3128 University of Wisconsin System, US
137.81.0.0/16 #AS3128 BRUWS-AS3128 University of Wisconsin System, US
137.104.0.0/16 #AS3128 BRUWS-AS3128 University of Wisconsin System, US
138.49.0.0/16 #AS3128 BRUWS-AS3128 University of Wisconsin System, US
139.225.0.0/16 #AS3128 BRUWS-AS3128 University of Wisconsin System, US
141.233.0.0/16 #AS3128 BRUWS-AS3128 University of Wisconsin System, US
143.200.0.0/16 #AS3128 BRUWS-AS3128 University of Wisconsin System, US
143.235.0.0/16 #AS3128 BRUWS-AS3128 University of Wisconsin System, US
143.236.0.0/16 #AS3128 BRUWS-AS3128 University of Wisconsin System, US
144.13.0.0/16 #AS3128 BRUWS-AS3128 University of Wisconsin System, US
192.35.81.0/24 #AS3128 BRUWS-AS3128 University of Wisconsin System, US
103.67.66.0/23 #AS151981 BRACUNIVERSITY-AS-AP BRAC UNIVERSITY, BD
118.179.57.0/24 #AS151981 BRACUNIVERSITY-AS-AP BRAC UNIVERSITY, BD
163.53.148.0/24 #AS151981 BRACUNIVERSITY-AS-AP BRAC UNIVERSITY, BD
182.252.93.0/24 #AS151981 BRACUNIVERSITY-AS-AP BRAC UNIVERSITY, BD
8.6.244.0/23 #AS6356 NERDCNET University of Florida, US
128.227.0.0/16 #AS6356 NERDCNET University of Florida, US
159.178.0.0/16 #AS6356 NERDCNET University of Florida, US
184.185.222.0/24 #AS6356 NERDCNET University of Florida, US
192.5.2.0/24 #AS6356 NERDCNET University of Florida, US
206.224.221.0/24 #AS6356 NERDCNET University of Florida, US
207.63.54.0/24 #AS53643 MCUSDN-INET Manteno Community Unit School District 5, US
202.123.48.0/20 #AS17721 IRRI-AS-AP International Rice Research Institute (IRRI), PH
72.14.32.0/19 #AS14954 FHCRC The Fred Hutchinson Cancer Research Center, US
140.107.0.0/16 #AS14954 FHCRC The Fred Hutchinson Cancer Research Center, US
208.67.208.0/22 #AS21895 NYLS-AS New York Law School, US
208.71.72.0/21 #AS40252 CLEVELAND-MUNICIPAL-SCHOOL-DISTRICT Cleveland Municipal School District, US
192.190.106.0/24 #AS36101 APU-AS Azusa Pacific University, US
199.184.236.0/23 #AS36101 APU-AS Azusa Pacific University, US
199.184.238.0/24 #AS36101 APU-AS Azusa Pacific University, US
146.226.0.0/16 #AS20243 UVI University of the Virgin Islands, VI
40.135.25.0/24 #AS7896 NU-AS The Board of Regents of the University of Nebraska, US
64.39.240.0/20 #AS7896 NU-AS The Board of Regents of the University of Nebraska, US
64.89.176.0/20 #AS7896 NU-AS The Board of Regents of the University of Nebraska, US
129.93.0.0/16 #AS7896 NU-AS The Board of Regents of the University of Nebraska, US
137.48.0.0/16 #AS7896 NU-AS The Board of Regents of the University of Nebraska, US
144.216.0.0/16 #AS7896 NU-AS The Board of Regents of the University of Nebraska, US
216.128.208.0/20 #AS7896 NU-AS The Board of Regents of the University of Nebraska, US
170.210.248.0/21 #AS27790 UNIVERSIDAD-NACIONAL-CORDOBA Universidad Nacional de Cordoba, AR
200.16.16.0/20 #AS27790 UNIVERSIDAD-NACIONAL-CORDOBA Universidad Nacional de Cordoba, AR
195.245.205.0/24 #AS5548 RUT-MIIT-AS Federalnoe gosudarstvennoe avtonomnoe obrazovatelnoe uchrezhdenie vysshego obrazovaniya Rossiyskiy Universitet Transporta, RU
94.199.136.0/22 #AS57563 MUI isfahan university of medical sciences & health services, IR
176.102.224.0/19 #AS57563 MUI isfahan university of medical sciences & health services, IR
65.173.245.0/24 #AS21582 NAU-AS Northern Arizona University, US
134.114.0.0/16 #AS21582 NAU-AS Northern Arizona University, US
198.60.189.0/24 #AS21582 NAU-AS Northern Arizona University, US
207.246.0.0/19 #AS21582 NAU-AS Northern Arizona University, US
192.104.181.0/24 #AS26699 MUHLENBERG-COLLEGE Muhlenberg College, US
204.238.68.0/24 #AS26699 MUHLENBERG-COLLEGE Muhlenberg College, US
161.6.0.0/16 #AS32071 WKU-AS Western Kentucky University, US
91.236.22.0/23 #AS58279 VNIGNI Federal State Budgetary Institution All Russia Research Geological Petroleum Institute (FGBU VNIGNI), RU
