101.0.64.0/18 #AS55803 HOSTOPIA-AU Hostopia Australia Web Pty Ltd, AU
103.85.248.0/22 #AS134141 B2BWHOLESALE-AS-AP B2B Wholesale Pty Ltd, AU
103.85.36.0/22 #AS134090 LEAP-AS-AP Leaptel, AU
103.85.42.0/23 #AS64089 DNSFILTER-AS-AP DNSFilter, Inc., AU
103.86.102.0/24 #AS136398 SA-AS-AP Secure Agility PTY LTD, AU
103.8.61.0/24 #AS58582 ANDROGOGIC-AS-AP Androgogic Pty Ltd, AU
103.86.136.0/24 #AS135634 TRT-AS-AP Task Retail Technology Pty Ltd, AU
103.86.188.0/23 #AS135107 CSAPL-AS-AP CLOUD SERVERS AUSTRALIA PTY LTD, AU
103.86.190.0/24 #AS2764 AAPT AAPT Limited, AU
103.86.27.0/24 #AS136386 FULLSPECTRUMNETWORKS-AS-AP FULL SPECTRUM NETWORKS PTY. LTD., AU
103.86.92.0/24 #AS136388 ECHIPS-AS-AP Efficient Chips, AU
103.86.93.0/24 #AS135105 ZMS-AS-AP ZEARA MANAGED SERVICES PTY LTD, AU
103.87.163.0/24 #AS136539 TARONGA-AS ZOOLOGICAL PARKS BOARD OF NSW, AU
103.87.203.0/24 #AS136430 SLPL-AS-AP Shine Corporate Ltd, AU
103.87.210.0/23 #AS136431 OSPL-AS-AP Operational Systems Pty Ltd, AU
103.87.216.0/24 #AS133501 QCSGROUP-AS-AP QCS Group, AU
103.87.218.0/23 #AS133189 IBSPL-AS-AP SENTRIAN PTY LTD, AU
103.87.254.0/24 #AS17473 E2-CLOUD-AS-AP emPOWER Data Services, AU
103.87.38.0/23 #AS134555 ENCOO-AS-AP Encoo Pty Ltd, AU
103.88.139.0/24 #AS24565 NAPL-AS-AP Netcraft Australia Pty Ltd, AU
103.88.154.0/24 #AS4826 VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
103.88.180.0/23 #AS132370 CIVICA-NET6-AS-AP Civica Pty Limited, AU
103.88.78.0/24 #AS136616 MPLTWWC-AS-AP Manrex Pty Ltd ta Webstercare, AU
103.88.89.0/24 #AS149018 TOIM-AS-AP Toim Technology, AU
103.89.10.0/23 #AS140876 SPLASH-AS-AP Splash Internet Pty Ltd, AU
103.89.73.0/24 #AS136471 OPTIVERPTYLTD-AS-AP Optiver Pty Ltd, AU
103.89.80.0/22 #AS10214 PENTANET-AS-AP Pentanet Limited, AU
103.90.140.0/22 #AS136497 VAPL-AS-AP Verifone Australia HAPL Pty Ltd, AU
103.90.208.0/24 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
103.90.3.0/24 #AS134999 AAL-AS-AP Adelaide Airport Limited, AU
103.90.48.0/23 #AS136487 OUTCOMEXPTYLTD-AS-AP Outcomex Pty Ltd, AU
103.90.50.0/24 #AS136490 DATAPROCESSORS-AS-AP DATA PROCESSORS PTY LTD, AU
103.90.58.0/23 #AS135425 CAZNET-AS-AP Caznet, AU
103.90.65.0/24 #AS4822 NATIONAL-LIBRARY-AU National Library of Australia, AU
103.90.88.0/22 #AS18231 CROSSRIMS-AS-AP Crossrims Pty Ltd, AU
103.91.144.0/23 #AS199959 CROWNCLOUD, AU
103.91.166.0/24 #AS139006 ZCPL-AS-AP Zoho Corporation PTY LTD, AU
103.91.185.0/24 #AS136521 TAFENSW-AS1-AP TAFE NSW, AU
103.91.192.0/24 #AS136521 TAFENSW-AS1-AP TAFE NSW, AU
103.91.193.0/24 #AS136522 TAFENSW-AS2-AP TAFE NSW, AU
103.9.160.0/22 #AS135302 CLOUDSIGMA-AS-AP CLOUDSIGMA-, AU
103.9.16.0/23 #AS133538 HYPERNODE-AS-AP HYPERNODE PTY. LTD., AU
103.9.168.0/22 #AS45638 SYNERGYWHOLESALE-AP SYNERGY WHOLESALE PTY LTD, AU
103.9.20.0/23 #AS134787 TMB-AS-AP TEACHERS MUTUAL BANK LIMITED, AU
103.92.131.0/24 #AS135565 JCSPL-AS-AP JEM Computer Systems Pty Ltd, AU
103.92.140.0/23 #AS7600 ESCAPE-NET-AS Escape.net, AU
103.92.142.0/24 #AS7600 ESCAPE-NET-AS Escape.net, AU
103.92.17.0/24 #AS132582 GAZAL-AS-AP Gazal Apparel Pty Ltd, AU
103.92.220.0/22 #AS136550 VPL-AS-AP VERITAS AUSTRALIA PTY LTD, AU
103.9.240.0/22 #AS132309 RDSPL-AS-AP Redd digital services pty ltd, AU
103.92.87.0/24 #AS136913 APTELLA-AS-AP Aptella Pty Ltd, AU
103.92.94.0/24 #AS136161 PIVOTEL-AS-AP Pivotel Group Pty Limited, AU
103.92.95.0/24 #AS2764 AAPT AAPT Limited, AU
103.93.108.0/22 #AS136585 LEIDOS-AS-AP LEIDOS AUSTRALIA PTY LIMITED, AU
103.93.139.0/24 #AS133326 RIN-AS-AP Sabervox, AU
103.93.150.0/23 #AS135060 TELAIRPTYLTD-AS-AP Telair Pty Ltd, AU
103.93.156.0/24 #AS149847 TAH-AS-AP TABCORP HOLDINGS LIMITED, AU
103.93.168.0/22 #AS134067 UNITI-AS-AP Uniti Wireless Pty Ltd, AU
103.93.232.0/22 #AS139623 MYNETPTYLTD-AS-AP My Net Pty Ltd, AU
103.93.239.0/24 #AS136609 FCS-AS-AP Forerunner Computer Systems Pty Ltd, AU
103.93.24.0/23 #AS59339 BLACKBIRDIT-AS-AP BLACKBIRD IT PTY LTD, AU
103.93.26.0/24 #AS55581 BINARY-AU NEXT TELECOM, AU
103.93.68.0/22 #AS136577 SIPTALK-AS-AP Siptalk Pty Ltd, AU
103.93.82.0/24 #AS59204 VPL-AU-AS VoIP Line Telecom Pty. Ltd., AU
103.93.91.0/24 #AS132205 YARRACITYCOUNCIL-AS-AP YARRA CITY COUNCIL, AU
103.94.152.0/22 #AS136623 AWD-AS-AP AWD IT SOLUTIONS AUSTRALASIA PTY LTD, AU
103.94.156.0/24 #AS38084 ETHAN-AU-AP Ethan Group, AU
103.94.165.0/24 #AS132691 ATI-AS-AP Anglicare Tasmania Inc, AU
103.94.207.0/24 #AS136735 DATAKNOX-AS-AP DataKnox Pty Limited, AU
103.94.208.0/22 #AS136731 INVOTECSOLUTIONS-AS-AP Invotec Solutions, AU
103.94.26.0/24 #AS24516 VIRTUTEL-AS-AP Virtutel Pty Ltd, AU
103.94.48.0/22 #AS4764 WIDEBAND-AS-AP Aussie Broadband, AU
103.9.49.0/24 #AS137968 PSPL-AS-AP Pen10 Services Pty Ltd, AU
103.94.94.0/24 #AS10084 WAIA-TRANSIT-AP Internet Association of Australia Content Network, AU
103.95.0.0/22 #AS136741 CW-AS-AP Channel Wireless Pty Ltd, AU
103.95.110.0/23 #AS136580 OCBPL-AS-AP OUR COMMUNITY BROADBAND PTY LTD, AU
103.95.112.0/22 #AS134090 LEAP-AS-AP Leaptel, AU
103.95.195.0/24 #AS17559 SPECTUM-NON-AP Spectrums Core Network, AU
103.9.52.0/22 #AS135513 XYZTELECOM-AS-AP XYZ Telecom Pty Ltd, AU
103.95.204.0/24 #AS136772 DSAPAC-AS-AP DASSAULT SYSTEMES AUSTRALIA PTY LTD, AU
103.95.214.0/24 #AS9336 XYZTELECOM-AS-AP XYZ Telecom Pty Ltd, AU
103.95.39.0/24 #AS136753 ASC-AS-AP Anglican Schools Corporation, AU
103.9.56.0/22 #AS45152 ZONENETWORKS-AS-AP Zone Networks Pty Ltd, Managed Hosting Solutions, AU
103.95.72.0/23 #AS136760 CREATIVE-AS-AP Creative Networks, AU
103.95.77.0/24 #AS9723 ISEEK-AS-AP iseek Communications Pty Ltd, AU
103.95.78.0/23 #AS17985 OUTSURANCE-AS-AP Outsurance Australia Insurance, AU
103.9.60.0/22 #AS38084 ETHAN-AU-AP Ethan Group, AU
103.96.132.0/24 #AS136804 WIRELESSINNOVATION-AS-AP Wireless Innovation Pty Ltd, AU
103.96.141.0/24 #AS136805 NGVPL-AS-AP Next Generation Voice PTY LTD, AU
103.96.20.0/22 #AS136792 MIMECAST-AS-AP Mimecast Australia Pty Ltd, AU
103.96.24.0/23 #AS132041 ACG-AS-AP AUSTRALIAN COMMUNICATIONS GROUP PTY LTD, AU
103.96.249.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
103.96.26.0/24 #AS147182 CLEARVIEW-AS-AP Clearview Networks, AU
103.96.27.0/24 #AS132041 ACG-AS-AP AUSTRALIAN COMMUNICATIONS GROUP PTY LTD, AU
103.96.28.0/23 #AS135425 CAZNET-AS-AP Caznet, AU
103.96.4.0/22 #AS136784 VALVENETWORKS-AS-AP Valve Networks Pty Ltd, AU
103.9.64.0/22 #AS4826 VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
103.9.68.0/22 #AS58927 MDGIT-AS-AP M.D.G. IT Pty Ltd, AU
103.96.88.0/24 #AS150427 COMPLETE-AS-AP Complete Office Supplies, AU
103.97.155.0/24 #AS135555 CITYCOMMS-AS-AP City Communications PTY LTD, AU
103.97.170.0/23 #AS135555 CITYCOMMS-AS-AP City Communications PTY LTD, AU
103.97.218.0/23 #AS133196 LOCALCOM-AS-AP Localcom Pty Ltd, AU
103.97.220.0/22 #AS134093 BUILDINGCONNECT-AS-AP Building Connect Pty Ltd, AU
103.97.230.0/24 #AS132448 SOLUTIONONEPTYLTD-AU SolutionOne Pty Ltd, AU
103.97.254.0/24 #AS134555 ENCOO-AS-AP Encoo Pty Ltd, AU
103.97.52.0/22 #AS63956 INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD, AU
103.98.184.0/22 #AS38714 EVISION-AS-AP E-Vision Internet, AU
103.98.236.0/24 #AS136912 KINGS-AS-AP THE COUNCIL OF THE KINGS SCHOOL, AU
103.98.238.0/24 #AS136397 IAHPL-AS-AP Interpublic Australia Holdings Pty Ltd, AU
103.98.86.0/23 #AS132836 SYNTELPTYLTD-AU TASMANET, AU
103.99.101.0/24 #AS133044 SOL1PTYLTD-AS-AP Sol1 Pty Ltd, AU
103.99.114.0/24 #AS38880 M21-AS-AP Micron21 Datacentre Pty Ltd, AU
103.99.187.0/24 #AS150438 SHPL-AS-AP Secure-ISS Holdings Pty Ltd, AU
103.99.20.0/23 #AS135425 CAZNET-AS-AP Caznet, AU
103.99.211.0/24 #AS45657 NSWRFS-AS-AP NSW Rural Fire Service, AU
103.99.224.0/23 #AS45657 NSWRFS-AS-AP NSW Rural Fire Service, AU
103.99.227.0/24 #AS132852 VAULTSYSTEMS-AS-AP Vault Systems Pty. Ltd., AU
103.99.240.0/24 #AS38716 DCWEST-AS-AU-AP DC West Pty. Ltd., AU
103.99.241.0/24 #AS132847 NETSG-AS-AP Network Solutions Group Pty Ltd, AU
103.99.242.0/23 #AS132847 NETSG-AS-AP Network Solutions Group Pty Ltd, AU
103.99.44.0/22 #AS9336 XYZTELECOM-AS-AP XYZ Telecom Pty Ltd, AU
103.99.64.0/24 #AS136924 SDASPD-AS-AP SEVENTH-DAY ADVENTIST CHURCH SPD LIMITED, AU
1.0.4.0/22 #AS38803 GTELECOM-AS-AP Gtelecom Pty Ltd, AU
104.110.68.0/22 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
104.164.168.0/24 #AS137409 GSLNETWORKS-AS-AP GSL Networks Pty LTD, AU
104.164.186.0/24 #AS136988 LEASEWEB-AS-AP LEASEWEB AUSTRALIA PTY LIMITED, AU
104.171.162.0/24 #AS142617 RACKDOGLLC-AS-AP Rackdog LLC, AU
104.194.214.0/23 #AS199959 CROWNCLOUD, AU
104.200.67.0/24 #AS199959 CROWNCLOUD, AU
104.200.72.0/23 #AS199959 CROWNCLOUD, AU
104.232.224.0/23 #AS138007 LENOVO-AS-AP LENOVO AUSTRALIA & NEW ZEALAND PTY LIMITED, AU
104.232.227.0/24 #AS138005 LENOVO-AS-AP LENOVO AUSTRALIA & NEW ZEALAND PTY LIMITED, AU
104.232.228.0/24 #AS138007 LENOVO-AS-AP LENOVO AUSTRALIA & NEW ZEALAND PTY LIMITED, AU
104.232.232.0/21 #AS138005 LENOVO-AS-AP LENOVO AUSTRALIA & NEW ZEALAND PTY LIMITED, AU
104.232.253.0/24 #AS138007 LENOVO-AS-AP LENOVO AUSTRALIA & NEW ZEALAND PTY LIMITED, AU
104.232.254.0/23 #AS138007 LENOVO-AS-AP LENOVO AUSTRALIA & NEW ZEALAND PTY LIMITED, AU
104.234.159.0/24 #AS137409 GSLNETWORKS-AS-AP GSL Networks Pty LTD, AU
104.234.227.0/24 #AS137409 GSLNETWORKS-AS-AP GSL Networks Pty LTD, AU
104.234.93.0/24 #AS137409 GSLNETWORKS-AS-AP GSL Networks Pty LTD, AU
104.238.34.0/24 #AS199959 CROWNCLOUD, AU
104.238.56.0/23 #AS199959 CROWNCLOUD, AU
104.238.60.0/23 #AS199959 CROWNCLOUD, AU
104.239.102.0/24 #AS199959 CROWNCLOUD, AU
104.239.109.0/24 #AS199959 CROWNCLOUD, AU
104.250.118.0/24 #AS152900 ONIDEL-AS-AP Onidel Pty Ltd, AU
104.250.122.0/24 #AS152900 ONIDEL-AS-AP Onidel Pty Ltd, AU
104.37.5.0/24 #AS137409 GSLNETWORKS-AS-AP GSL Networks Pty LTD, AU
104.99.228.0/22 #AS9443 VOCUS-RETAIL-AU Vocus Retail, AU
106.68.0.0/15 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
106.68.0.0/16 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
106.69.0.0/18 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
106.69.128.0/17 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
106.70.0.0/15 #AS4804 MPX-AS Microplex PTY LTD, AU
109.105.196.0/24 #AS137409 GSLNETWORKS-AS-AP GSL Networks Pty LTD, AU
109.207.136.0/22 #AS137409 GSLNETWORKS-AS-AP GSL Networks Pty LTD, AU
109.61.109.0/24 #AS136557 HOST-AS-AP Host Universal Pty Ltd, AU
110.140.0.0/14 #AS1221 ASN-TELSTRA Telstra Limited, AU
110.144.0.0/13 #AS1221 ASN-TELSTRA Telstra Limited, AU
110.173.128.0/19 #AS55803 HOSTOPIA-AU Hostopia Australia Web Pty Ltd, AU
110.173.224.0/22 #AS45926 WEBINABOX-AS-AP Web In A Box, AU
110.173.228.0/22 #AS56035 RESEAU RESE, AU
110.173.232.0/21 #AS45780 BROADBANDSOLUTIONS-AS-AP Broadband Solutions Pty Ltd, AU
110.174.0.0/15 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
110.20.0.0/14 #AS4804 MPX-AS Microplex PTY LTD, AU
110.232.112.0/22 #AS133159 MAMMOTHMEDIA-AS-AP Mammoth Media Pty Ltd, AU
110.232.116.0/22 #AS56038 RACKCORP-AP RackCorp, AU
110.232.140.0/22 #AS45638 SYNERGYWHOLESALE-AP SYNERGY WHOLESALE PTY LTD, AU
110.232.148.0/24 #AS38456 SPEEDCAST-AU SPEEDCAST AUSTRALIA PTY LIMITED, AU
110.232.150.0/23 #AS38456 SPEEDCAST-AU SPEEDCAST AUSTRALIA PTY LIMITED, AU
110.232.184.0/23 #AS45744 AUSENCO-AS-AP Ausenco multihomed network, AU
110.232.240.0/21 #AS17551 ANYCAST-AS-AP Anycast Global Backbone, AU
110.238.0.0/23 #AS17667 DIGICOMPTYLTD-AS-AP Digicom Pty Ltd, AU
110.238.144.0/22 #AS9723 ISEEK-AS-AP iseek Communications Pty Ltd, AU
110.238.147.0/24 #AS9313 ONTHENET-AS Network Technology AUST PL, AU
110.238.148.0/22 #AS9313 ONTHENET-AS Network Technology AUST PL, AU
110.238.184.0/21 #AS38172 IPSTAR-AS-AU IPSTAR Australia Pty Ltd., AU
110.238.21.0/24 #AS9723 ISEEK-AS-AP iseek Communications Pty Ltd, AU
110.238.240.0/23 #AS9723 ISEEK-AS-AP iseek Communications Pty Ltd, AU
110.238.24.0/23 #AS9723 ISEEK-AS-AP iseek Communications Pty Ltd, AU
110.239.0.0/21 #AS9313 ONTHENET-AS Network Technology AUST PL, AU
110.239.128.0/21 #AS9723 ISEEK-AS-AP iseek Communications Pty Ltd, AU
110.239.136.0/21 #AS9313 ONTHENET-AS Network Technology AUST PL, AU
110.239.15.0/24 #AS9313 ONTHENET-AS Network Technology AUST PL, AU
110.239.16.0/23 #AS9313 ONTHENET-AS Network Technology AUST PL, AU
110.239.176.0/24 #AS9723 ISEEK-AS-AP iseek Communications Pty Ltd, AU
110.239.177.0/24 #AS9313 ONTHENET-AS Network Technology AUST PL, AU
110.239.178.0/24 #AS9723 ISEEK-AS-AP iseek Communications Pty Ltd, AU
110.239.179.0/24 #AS9313 ONTHENET-AS Network Technology AUST PL, AU
110.239.180.0/22 #AS9313 ONTHENET-AS Network Technology AUST PL, AU
110.239.26.0/24 #AS9313 ONTHENET-AS Network Technology AUST PL, AU
110.239.31.0/24 #AS9313 ONTHENET-AS Network Technology AUST PL, AU
110.239.32.0/22 #AS9723 ISEEK-AS-AP iseek Communications Pty Ltd, AU
110.239.34.0/23 #AS9313 ONTHENET-AS Network Technology AUST PL, AU
110.32.0.0/15 #AS4804 MPX-AS Microplex PTY LTD, AU
110.34.52.0/22 #AS9290 GOHOSTING-AS-AP GoHosting, AU
110.44.24.0/21 #AS4764 WIDEBAND-AS-AP Aussie Broadband, AU
110.50.16.0/21 #AS38172 IPSTAR-AS-AU IPSTAR Australia Pty Ltd., AU
110.5.116.0/22 #AS4826 VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
110.5.80.0/20 #AS9426 WESTPAC-AS-AP Westpac Bank, AU
110.76.176.0/22 #AS138186 TNPL-AS-AP Tasmanian Networks Pty Ltd, AU
110.93.18.0/23 #AS45763 OPTICOMMCOPTYLTD-AS-AP Opticomm Co Pty Ltd, AU
110.93.18.0/24 #AS45594 OPTICOMMCOPTYLTD-AS-AP Opticomm Pty Ltd, AU
110.93.20.0/23 #AS45763 OPTICOMMCOPTYLTD-AS-AP Opticomm Co Pty Ltd, AU
110.93.21.0/24 #AS45594 OPTICOMMCOPTYLTD-AS-AP Opticomm Pty Ltd, AU
111.118.160.0/20 #AS55803 HOSTOPIA-AU Hostopia Australia Web Pty Ltd, AU
111.118.192.0/22 #AS38195 SUPERLOOP-AS-AP Superloop, AU
111.118.197.0/24 #AS38195 SUPERLOOP-AS-AP Superloop, AU
111.118.198.0/23 #AS38195 SUPERLOOP-AS-AP Superloop, AU
111.118.209.0/24 #AS38813 EMANTRA-AS-AP Emantra Pty Ltd, AU
111.118.210.0/23 #AS38813 EMANTRA-AS-AP Emantra Pty Ltd, AU
111.118.217.0/24 #AS45780 BROADBANDSOLUTIONS-AS-AP Broadband Solutions Pty Ltd, AU
111.118.218.0/23 #AS45780 BROADBANDSOLUTIONS-AS-AP Broadband Solutions Pty Ltd, AU
111.118.220.0/22 #AS56057 ENTITYDATA-AU Entity Data Pty Limited, AU
111.118.224.0/20 #AS24507 FFASTFILL-NET-AU Level 29, Tower Building, AU
111.125.160.0/22 #AS45577 INTERVOLVE-MELBOURNE-AS-AP Intervolve Pty Ltd, AU
111.125.164.0/23 #AS45577 INTERVOLVE-MELBOURNE-AS-AP Intervolve Pty Ltd, AU
111.125.168.0/21 #AS45577 INTERVOLVE-MELBOURNE-AS-AP Intervolve Pty Ltd, AU
111.125.176.0/24 #AS45577 INTERVOLVE-MELBOURNE-AS-AP Intervolve Pty Ltd, AU
111.125.177.0/24 #AS7551 CLOUDCENTRAL-AS-AP Cloud Central Pty Ltd, AU
111.125.178.0/24 #AS7551 CLOUDCENTRAL-AS-AP Cloud Central Pty Ltd, AU
111.125.180.0/24 #AS45577 INTERVOLVE-MELBOURNE-AS-AP Intervolve Pty Ltd, AU
111.125.181.0/24 #AS7551 CLOUDCENTRAL-AS-AP Cloud Central Pty Ltd, AU
111.125.184.0/23 #AS45577 INTERVOLVE-MELBOURNE-AS-AP Intervolve Pty Ltd, AU
111.125.188.0/22 #AS133934 AUSIT-AS-AP AUS IT SERVICES PTY LTD, AU
111.220.0.0/16 #AS9443 VOCUS-RETAIL-AU Vocus Retail, AU
111.223.224.0/20 #AS38880 M21-AS-AP Micron21 Datacentre Pty Ltd, AU
111.235.128.0/22 #AS134181 BURNIECITYCOUNCIL-AS-AP Burnie City Council, AU
111.235.136.0/22 #AS38719 DREAMSCAPE-AS-AP Dreamscape Networks Limited, AU
111.235.140.0/22 #AS135060 TELAIRPTYLTD-AS-AP Telair Pty Ltd, AU
111.67.0.0/19 #AS55803 HOSTOPIA-AU Hostopia Australia Web Pty Ltd, AU
111.92.177.0/24 #AS38456 SPEEDCAST-AU SPEEDCAST AUSTRALIA PTY LIMITED, AU
111.92.179.0/24 #AS38456 SPEEDCAST-AU SPEEDCAST AUSTRALIA PTY LIMITED, AU
1.120.0.0/13 #AS1221 ASN-TELSTRA Telstra Limited, AU
112.109.74.0/24 #AS38719 DREAMSCAPE-AS-AP Dreamscape Networks Limited, AU
112.109.81.0/24 #AS38719 DREAMSCAPE-AS-AP Dreamscape Networks Limited, AU
112.109.82.0/23 #AS38719 DREAMSCAPE-AS-AP Dreamscape Networks Limited, AU
112.109.84.0/24 #AS38719 DREAMSCAPE-AS-AP Dreamscape Networks Limited, AU
112.140.176.0/23 #AS45638 SYNERGYWHOLESALE-AP SYNERGY WHOLESALE PTY LTD, AU
112.140.180.0/22 #AS45638 SYNERGYWHOLESALE-AP SYNERGY WHOLESALE PTY LTD, AU
112.141.0.0/16 #AS9443 VOCUS-RETAIL-AU Vocus Retail, AU
112.213.128.0/17 #AS9443 VOCUS-RETAIL-AU Vocus Retail, AU
112.213.32.0/21 #AS133159 MAMMOTHMEDIA-AS-AP Mammoth Media Pty Ltd, AU
1.128.0.0/11 #AS1221 ASN-TELSTRA Telstra Limited, AU
113.11.184.0/22 #AS38611 BENDIGOTELCO-AS-AP Bendigo Community Telco, AU
113.11.233.0/24 #AS45457 HEALTHCOMM-AS-AP HEALTH COMMUNICATION NETWORK PTY LIMITED, AU
113.11.235.0/24 #AS45457 HEALTHCOMM-AS-AP HEALTH COMMUNICATION NETWORK PTY LIMITED, AU
113.197.0.0/20 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
113.197.112.0/20 #AS38260 TNSI-AS-AP Transaction Network Services AS for Asia Pac, AU
113.20.24.0/22 #AS23913 BLUEPACKETS-AU Blue Packets Trust, AU
113.212.168.0/21 #AS58507 WL-AS-AP Wireline, AU
113.212.92.0/22 #AS136784 VALVENETWORKS-AS-AP Valve Networks Pty Ltd, AU
113.212.96.0/22 #AS45570 NETPRES-AS-AP Network Presence, AU
113.21.32.0/20 #AS38835 VIAIP-AS-AP Buroserv Australia Pty Ltd, AU
113.29.208.0/21 #AS45768 CENET-AS-AU-AP CEnet, AU
113.29.240.0/22 #AS134090 LEAP-AS-AP Leaptel, AU
113.29.244.0/22 #AS38583 ASEIT-AS-AP Andrew Sjoquist Enterprises Pty Ltd, AU
113.52.0.0/20 #AS45481 DIGITALSENSE-AS-AP Digital Sense Data Centre Hosting Brisbane, AU
113.52.144.0/22 #AS58940 DEDAUS-AS-AP Dedicated Servers Australia, AU
113.61.64.0/19 #AS38333 SYMBIO-AS-AU-AP Symbio Networks, AU
113.61.96.0/21 #AS38835 VIAIP-AS-AP Buroserv Australia Pty Ltd, AU
114.111.128.0/20 #AS45577 INTERVOLVE-MELBOURNE-AS-AP Intervolve Pty Ltd, AU
114.111.144.0/21 #AS45577 INTERVOLVE-MELBOURNE-AS-AP Intervolve Pty Ltd, AU
114.111.152.0/22 #AS10207 INTERVOLVE-ADELAIDE-AS-AP Intervolve Pty Ltd, AU
114.111.156.0/22 #AS45577 INTERVOLVE-MELBOURNE-AS-AP Intervolve Pty Ltd, AU
114.129.160.0/20 #AS7477 SKYMESHPTYLTD-AS-AP SkyMesh Pty Ltd, AU
114.129.176.0/21 #AS7477 SKYMESHPTYLTD-AS-AP SkyMesh Pty Ltd, AU
114.129.184.0/21 #AS38195 SUPERLOOP-AS-AP Superloop, AU
114.129.42.0/24 #AS56038 RACKCORP-AP RackCorp, AU
114.141.104.0/22 #AS45437 RWTS-AS-AP Real World - The Core, AU
114.141.109.0/24 #AS45437 RWTS-AS-AP Real World - The Core, AU
114.141.110.0/23 #AS45437 RWTS-AS-AP Real World - The Core, AU
114.141.192.0/21 #AS45671 AS45671-NET-AU Wholesale Services Provider, AU
114.141.200.0/22 #AS45671 AS45671-NET-AU Wholesale Services Provider, AU
114.141.204.0/22 #AS24446 INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD, AU
114.141.96.0/21 #AS45437 RWTS-AS-AP Real World - The Core, AU
114.142.160.0/22 #AS38719 DREAMSCAPE-AS-AP Dreamscape Networks Limited, AU
114.198.0.0/18 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
114.198.112.0/22 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
114.198.122.0/23 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
114.198.124.0/22 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
114.198.96.0/20 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
114.30.64.0/21 #AS132158 AUSTRALIAN-SYNCHROTRON-AS-AP Australian Synchrotron, AU
114.30.96.0/19 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
114.30.96.0/19 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
114.31.192.0/20 #AS4826 VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
114.31.72.0/21 #AS24446 INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD, AU
114.31.96.0/21 #AS17741 MEDOBJ01-AS-AP Medical Objects Pty Ltd, AU
114.72.0.0/14 #AS4804 MPX-AS Microplex PTY LTD, AU
114.76.0.0/15 #AS4804 MPX-AS Microplex PTY LTD, AU
115.124.0.0/21 #AS38858 SOMERVILLE-AS-AU-AP Somerville, AU
115.124.8.0/21 #AS56123 VERNET-AS-AP VERNet Pty Ltd, AU
115.128.0.0/14 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
115.146.64.0/20 #AS38883 FIRENET-AS-AP FireNet Pty Ltd, AU
115.146.80.0/20 #AS10148 UNIMELB-AS-AP The University of Melbourne, Melbourne, Victoria, AU
115.165.172.0/24 #AS55766 ORROPTYLTD-AS-AP Orro Pty Ltd, AU
115.166.0.0/18 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
115.166.0.0/18 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
115.178.104.0/21 #AS132029 ASN-TELSTRA-02 Telstra Limited, AU
115.178.16.0/24 #AS55359 FLUCCS-AS-AP Fluccs Australia Australian Cloud Provider, AU
115.178.18.0/24 #AS55359 FLUCCS-AS-AP Fluccs Australia Australian Cloud Provider, AU
115.178.23.0/24 #AS55359 FLUCCS-AS-AP Fluccs Australia Australian Cloud Provider, AU
115.178.28.0/22 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
115.186.192.0/18 #AS38195 SUPERLOOP-AS-AP Superloop, AU
115.187.128.0/17 #AS38333 SYMBIO-AS-AU-AP Symbio Networks, AU
115.31.88.0/21 #AS139664 SECURITON-EQUINIX-AS-AP Securiton Technologies, AU
115.42.0.0/19 #AS7600 ESCAPE-NET-AS Escape.net, AU
115.64.0.0/16 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
115.69.0.0/18 #AS18390 SPINTEL-AS-AP Spintel Pty Ltd, AU
115.70.0.0/16 #AS10143 EXETEL-AS-AP Exetel Pty Ltd, AU
115.70.48.0/20 #AS38195 SUPERLOOP-AS-AP Superloop, AU
115.70.64.0/21 #AS38195 SUPERLOOP-AS-AP Superloop, AU
115.70.96.0/21 #AS38195 SUPERLOOP-AS-AP Superloop, AU
