102.128.164.0/23 #AS9009 M247, RO
193.33.105.0/24 #AS48955 IRM-AS, RO
193.33.154.0/24 #AS42712 RADIO21-AS, RO
193.33.200.0/23 #AS56430 CHROOT Bucharest  ROMANIA, EU, RO
193.33.24.0/23 #AS42264 ITFUSION-AS, RO
193.33.250.0/23 #AS42939 ANL-AS, RO
193.33.33.0/24 #AS35577 OPERATIUNI-SPECIALE OPERATIUNI SPECIALE, RO
193.33.90.0/23 #AS35161 TCVNET-AS, RO
193.34.108.0/22 #AS41984 MCC-AS, RO
193.34.174.0/23 #AS203574 CONECTX-AS, RO
193.34.182.0/23 #AS41858 MARILUC-AS, RO
193.35.0.0/24 #AS31313 STS Bucharest, 323A Splaiul Independentei,Sector 6,060044,Romania, RO
193.35.108.0/24 #AS57299 MILICRON-AS, RO
193.36.124.0/22 #AS9009 M247, RO
193.36.192.0/21 #AS9009 M247, RO
193.36.202.0/24 #AS210878 TREADSTONE-AS, RO
193.36.216.0/22 #AS57217 GVM, RO
193.36.37.0/24 #AS49023 INOVO-AS Str. Mihail Cioranu 4, bl.68, et.1, ap.4, RO
193.37.138.0/24 #AS39306 MGA-RO-AS, RO
193.37.252.0/22 #AS9009 M247, RO
193.39.66.0/24 #AS48705 AEGON-AS, RO
193.41.126.0/23 #AS9176 TOPEDGE, RO
193.41.244.0/24 #AS47950 LNK LNK SYSTEMS MUNTENIA SRL, RO
193.41.245.0/24 #AS12439 IMPROMEX, RO
193.41.246.0/24 #AS17818 LNK-SENTINEL LNK SYSTEMS MUNTENIA SRL, RO
193.41.247.0/24 #AS12439 IMPROMEX, RO
193.41.251.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
193.43.20.0/22 #AS9009 M247, RO
193.46.70.0/24 #AS43461 HOLCIM-AS, RO
193.47.101.0/24 #AS8930 ASN-MEDIAFAX, RO
193.47.162.0/24 #AS25318 PROVISION, RO
193.47.249.0/24 #AS35436 VANGUARD, RO
193.47.68.0/24 #AS35478 DATACENTER, RO
193.47.72.0/24 #AS35291 ICOMM-AS Str. D-tru Theodor Neculuta Nr. 24, Sector 2, Bucuresti, RO
193.56.144.0/24 #AS9009 M247, RO
193.56.212.0/22 #AS9009 M247, RO
193.56.252.0/22 #AS9009 M247, RO
193.58.107.0/24 #AS9009 M247, RO
193.58.243.0/24 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
193.84.185.0/24 #AS39464 RO-STARDESIGN-ASN, RO
193.84.64.0/24 #AS39383 TELESYSTEM-AS, RO
193.84.69.0/24 #AS48067 DNM-AS, RO
193.9.112.0/22 #AS9009 M247, RO
193.93.142.0/23 #AS6718 NAV NAV Communications, RO
193.9.56.0/22 #AS9009 M247, RO
194.0.129.0/24 #AS42452 NIGHTFLIGHT, RO
194.0.173.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
194.0.190.0/24 #AS42294 PORSCHEBANK-AS, RO
194.0.204.0/24 #AS42324 UNICREDIT-AS, RO
194.0.253.0/24 #AS42568 DPNET Bucharest, Insulei 4, RO
194.102.100.0/24 #AS39803 APMC-AS, RO
194.102.101.0/24 #AS12446 ESS-NET-AS, RO
194.102.102.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
194.102.103.0/24 #AS211836 DOLJNET-GRUP, RO
194.102.106.0/23 #AS215339 CLOUDFOREST-AS, RO
194.102.108.0/24 #AS33839 ALTAIR-NET-AS, RO
194.102.113.0/24 #AS12310 INES Bucharest  ROMANIA, RO
194.102.117.0/24 #AS34501 ABSI-AS Str. Turnul Eiffel nr. 15, Ap 3, RO
194.102.118.0/24 #AS9064 IIRUC-DIGICOM-SA Satellite Communications Operator, RO
194.102.124.0/23 #AS12842 INTERNET-OLTENIA, RO
194.102.126.0/24 #AS60709 TGIE-AS, RO
194.102.127.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
194.102.128.0/23 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
194.102.131.0/24 #AS43046 DEVICE-SYSTEMS, RO
194.102.134.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
194.102.138.0/23 #AS16026 PETROM-NET Strada Coralilor nr. 22, Sector 1, RO
194.102.140.0/23 #AS50252 CAMERA_DEPUTATILOR, RO
194.102.146.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
194.102.148.0/23 #AS9009 M247, RO
194.102.160.0/23 #AS9009 M247, RO
194.102.162.0/24 #AS64441 CONECTIX-AS, RO
194.102.173.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
194.102.174.0/23 #AS9009 M247, RO
194.102.176.0/24 #AS8930 ASN-MEDIAFAX, RO
194.102.180.0/22 #AS9009 M247, RO
194.102.184.0/22 #AS212816 CLSPOW, RO
194.102.188.0/24 #AS20722 ALLNET-AS Str. IALOMICIOAREI, Nr.20, RO
194.102.189.0/24 #AS43807 CEC-BANK-AS, RO
194.102.190.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
194.102.192.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
194.102.193.0/24 #AS42280 WNS-RO-AS Arcului, Nr.4 bl.A7, ap. 4, RO
194.102.194.0/24 #AS31017 GMBNET, RO
194.102.195.0/24 #AS57082 SELGROS-AS, RO
194.102.201.0/24 #AS9064 IIRUC-DIGICOM-SA Satellite Communications Operator, RO
194.102.202.0/24 #AS42073 DIGISIGN-, RO
194.102.203.0/24 #AS12310 INES Bucharest  ROMANIA, RO
194.102.204.0/24 #AS39011 BIROTEC-AS, RO
194.102.208.0/24 #AS30885 BNR Bucharest,Lipscani 25,sector 3,030031,Romania, RO
194.102.218.0/24 #AS44043 CYBER_FOLKS-RO-DC_CLJ, RO
194.102.219.0/24 #AS8953 ASN-ORANGE-ROMANIA, RO
194.102.220.0/24 #AS21294 IDILIS, RO
194.102.221.0/24 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
194.102.223.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
194.102.224.0/22 #AS9009 M247, RO
194.102.228.0/24 #AS39277 MONDO-BYTE-AS Calea Bucovinei, 121, RO
194.102.229.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
194.102.230.0/23 #AS8953 ASN-ORANGE-ROMANIA, RO
194.102.234.0/24 #AS20930 SOFTWIN, RO
194.102.235.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
194.102.238.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
194.102.241.0/24 #AS62445 AS62445, RO
194.102.243.0/24 #AS8930 ASN-MEDIAFAX, RO
194.102.248.0/21 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
194.102.32.0/24 #AS2614 ROEDUNET, RO
194.102.33.0/24 #AS205275 ROMARG, RO
194.102.34.0/24 #AS201190 VOXBEE-SERVICES, RO
194.102.35.0/24 #AS50944 CIMEC-AS former Institutul de Memorie Culturala, RO
194.102.36.0/22 #AS9009 M247, RO
194.102.40.0/24 #AS2614 ROEDUNET, RO
194.102.41.0/24 #AS35307 KRYON_AS, RO
194.102.42.0/23 #AS2614 ROEDUNET, RO
194.102.44.0/24 #AS2614 ROEDUNET, RO
194.102.45.0/24 #AS25278 AADR-AS, RO
194.102.56.0/24 #AS56771 EMAG-AS, RO
194.102.57.0/24 #AS2614 ROEDUNET, RO
194.102.58.0/23 #AS2614 ROEDUNET, RO
194.102.60.0/24 #AS8953 ASN-ORANGE-ROMANIA, RO
194.102.61.0/24 #AS2614 ROEDUNET, RO
194.102.62.0/23 #AS199513 UVT-AS West University of Timisoara ASN, RO
194.102.64.0/24 #AS51970 UEFISCDI, RO
194.102.67.0/24 #AS31313 STS Bucharest, 323A Splaiul Independentei,Sector 6,060044,Romania, RO
194.102.70.0/24 #AS2614 ROEDUNET, RO
194.102.72.0/24 #AS42790 BRD-AS, RO
194.102.73.0/24 #AS2614 ROEDUNET, RO
194.102.74.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
194.102.77.0/24 #AS15873 OGILVY-AS Ogilvy & Mather Advertising SRL, RO
194.102.80.0/23 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
194.102.85.0/24 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
194.102.86.0/24 #AS31454 FLANCO-AS Calea Floreasca, Nr. 246C, Sky Tower, Et. 11, Sector 1, RO
194.102.88.0/23 #AS60100 MARFINBANK-ASN, RO
194.102.90.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
194.102.91.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
194.102.93.0/24 #AS9064 IIRUC-DIGICOM-SA Satellite Communications Operator, RO
194.102.98.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
194.102.99.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
194.104.235.0/24 #AS215082 INFC, RO
194.105.10.0/24 #AS61120 HOSTBIT Hostbit SRL, RO
194.105.1.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
194.105.12.0/22 #AS9009 M247, RO
194.105.140.0/23 #AS39203 LYKOS-AS Sos. Odai, Nr. 347 - 363, RO
194.105.142.0/24 #AS34501 ABSI-AS Str. Turnul Eiffel nr. 15, Ap 3, RO
194.105.143.0/24 #AS57136 VIVATELECOM-AS Str. Turnul Eiffel nr. 15, Ap 3, Sector 2, Bucharest, RO
194.105.16.0/24 #AS3233 ICI-ROTLD National Institute for Research and Development in Informatics - ICI Bucharest, RO
194.105.17.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
194.105.20.0/24 #AS8953 ASN-ORANGE-ROMANIA, RO
194.105.24.0/21 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
194.105.4.0/24 #AS41818 RO-SMART-AS, RO
194.105.6.0/24 #AS3233 ICI-ROTLD National Institute for Research and Development in Informatics - ICI Bucharest, RO
194.105.7.0/24 #AS31313 STS Bucharest, 323A Splaiul Independentei,Sector 6,060044,Romania, RO
194.106.206.0/24 #AS48955 IRM-AS, RO
194.107.112.0/24 #AS58074 IRM-AS, RO
194.107.122.0/24 #AS212212 AS_POWERVPP, RO
194.110.112.0/22 #AS9009 M247, RO
194.110.15.0/24 #AS9009 M247, RO
194.110.212.0/24 #AS42731 CXC-AS CXC BIZ LX SRL, RO
194.110.88.0/22 #AS9009 M247, RO
194.113.165.0/24 #AS39797 CONECTYS, RO
194.113.80.0/23 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
194.116.136.0/23 #AS51098 ROSA-AS Mendeleev 21-25, RO
194.116.200.0/23 #AS31554 LANSOFT LANSOFT NETWORK, RO
194.116.246.0/23 #AS12310 INES Bucharest  ROMANIA, RO
194.1.167.0/24 #AS42423 BITWAY-AS BITWAY TELECOM, RO
194.1.169.0/24 #AS50819 STAR-STORAGE-AS 8 Dimitrie Pompei, Feper Building, 1st Floor, RO
194.117.230.0/23 #AS39277 MONDO-BYTE-AS Calea Bucovinei, 121, RO
194.117.234.0/23 #AS35577 OPERATIUNI-SPECIALE OPERATIUNI SPECIALE, RO
194.117.236.0/23 #AS31244 MYSERVER-MEDIA-AS, RO
194.117.242.0/23 #AS35597 NAGARRO-AS, RO
194.1.178.0/24 #AS42426 EURIAL-AS Bd. Iuliu Maniu 572-574, RO
194.124.250.0/23 #AS41111 AS-GEOHOSTING, RO
194.124.52.0/22 #AS9009 M247, RO
194.126.184.0/24 #AS202779 EVOBITS, RO
194.126.205.0/24 #AS57136 VIVATELECOM-AS Str. Turnul Eiffel nr. 15, Ap 3, Sector 2, Bucharest, RO
194.126.219.0/24 #AS35478 DATACENTER, RO
194.126.220.0/24 #AS34543 BCR, RO
194.126.244.0/24 #AS201805 SYKES-ASN, RO
194.126.253.0/24 #AS39756 ROHOSTWAY-AS, RO
194.135.30.0/24 #AS9009 M247, RO
194.140.245.0/24 #AS41151 DIGITALIT-AS, RO
194.14.217.0/24 #AS9009 M247, RO
194.145.159.0/24 #AS34176 AUTOROM-AS, RO
194.145.238.0/24 #AS34184 BT, RO
194.147.44.0/24 #AS9009 M247, RO
194.149.245.0/24 #AS28721 ALLNET-CLOUD-AS, RO
194.150.186.0/23 #AS34184 BT, RO
194.150.216.0/23 #AS50369 SAFEGRID, RO
194.150.84.0/22 #AS39543 TENNET-AS, RO
194.152.42.0/23 #AS47220 ANTENA3-AS, RO
194.153.224.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
194.153.225.0/24 #AS9009 M247, RO
194.153.227.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
194.153.230.0/23 #AS9009 M247, RO
194.153.232.0/24 #AS15471 SNR-, RO
194.153.236.0/22 #AS50939 SPACE-AS, RO
194.153.240.0/24 #AS57635 BLUE-LOGIC-AS, RO
194.153.244.0/23 #AS9009 M247, RO
194.153.246.0/24 #AS6663 TTI-NET, RO
194.153.247.0/24 #AS215166 DELTAINTERNET, RO
194.153.249.0/24 #AS42568 DPNET Bucharest, Insulei 4, RO
194.153.251.0/24 #AS49023 INOVO-AS Str. Mihail Cioranu 4, bl.68, et.1, ap.4, RO
194.165.26.0/24 #AS51295 GNET-AS, RO
194.169.191.0/24 #AS39815 ULBS-AS, RO
194.169.202.0/24 #AS48955 IRM-AS, RO
194.169.209.0/24 #AS42026 AVITECH, RO
194.169.233.0/24 #AS42073 DIGISIGN-, RO
194.169.235.0/24 #AS42094 PRESTIGE-MEDIA-AS, RO
194.176.164.0/22 #AS12675 UAIC-NETWORK, RO
194.176.168.0/22 #AS15520 ASN-TELEEST, RO
194.176.172.0/24 #AS15520 ASN-TELEEST, RO
194.176.173.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
194.176.176.0/24 #AS41806 TRANSELECTRICA-AS Str. Olteni Nr. 2-4, Sector 3, RO
194.176.184.0/24 #AS199914 AS_TNI, RO
194.176.186.0/24 #AS28743 VOXLINE, RO
194.176.190.0/24 #AS42731 CXC-AS CXC BIZ LX SRL, RO
194.176.191.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
194.187.20.0/22 #AS35307 KRYON_AS, RO
194.187.249.0/24 #AS9009 M247, RO
194.187.250.0/23 #AS9009 M247, RO
194.213.6.0/24 #AS212212 AS_POWERVPP, RO
194.24.178.0/23 #AS41295 CCID-AS Visana, nr. 1 bl. 45, sc 2, ap 58, Bucuresti 4, RO
194.242.46.0/24 #AS49468 MAGHOST_, RO
194.246.100.0/24 #AS49468 MAGHOST_, RO
194.246.38.0/24 #AS49468 MAGHOST_, RO
194.246.84.0/24 #AS49468 MAGHOST_, RO
194.26.128.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
194.26.149.0/24 #AS9009 M247, RO
194.26.234.0/24 #AS9009 M247, RO
194.29.70.0/24 #AS9009 M247, RO
194.29.80.0/24 #AS9009 M247, RO
194.31.54.0/24 #AS9009 M247, RO
194.32.224.0/22 #AS9009 M247, RO
194.33.14.0/24 #AS41859 SF-AS, RO
194.33.88.0/22 #AS9009 M247, RO
194.34.139.0/24 #AS9009 M247, RO
194.35.74.0/24 #AS41978 KRONSOFT-AS B-dul Saturn 51, RO
194.36.108.0/22 #AS9009 M247, RO
194.36.142.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
194.36.143.0/24 #AS211611 EXIMHOST, RO
194.36.36.0/23 #AS41111 AS-GEOHOSTING, RO
194.37.96.0/22 #AS9009 M247, RO
194.40.204.0/22 #AS49074 TECHNOLOGICAL, RO
194.40.210.0/24 #AS57815 NETERGY-AS, RO
194.42.102.0/23 #AS31554 LANSOFT LANSOFT NETWORK, RO
194.42.44.0/23 #AS44906 COLTEA-AS B-dul I.C. Bratianu nr. 1-3, RO
194.50.11.0/24 #AS39502 OPCOM Bucharest, Bd. Hristo Botev 16-18, RO
194.50.126.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
194.50.174.0/24 #AS20929 MF-CTIF Agentia Nationala de Administrare Fiscala, RO
194.50.233.0/24 #AS9009 M247, RO
194.50.44.0/24 #AS39516 RAROM-AS, RO
194.50.50.0/24 #AS39531 ALTER-NET-AS Zorilor Nr 11 Sf Gheorghe, RO
194.50.63.0/24 #AS39581 PRINTEC-AS Putul Lui Zamfir Nr 53, RO
194.50.82.0/24 #AS35478 DATACENTER, RO
194.5.208.0/22 #AS34915 METROSERV-AS, RO
194.5.212.0/22 #AS9009 M247, RO
194.5.248.0/22 #AS39622 ZERGRUSH, RO
194.53.136.0/23 #AS9009 M247, RO
194.55.136.0/23 #AS41111 AS-GEOHOSTING, RO
194.55.152.0/22 #AS48571 EFECTRO-AS, RO
194.55.189.0/24 #AS41111 AS-GEOHOSTING, RO
194.59.221.0/24 #AS41111 AS-GEOHOSTING, RO
194.59.245.0/24 #AS41111 AS-GEOHOSTING, RO
194.59.248.0/22 #AS9009 M247, RO
194.60.72.0/24 #AS34740 PCHARDWAREWEB, RO
194.60.82.0/24 #AS41971 RALFI-AS, RO
194.60.90.0/24 #AS9009 M247, RO
194.61.80.0/24 #AS60026 EUROEST-AS, RO
194.61.82.0/24 #AS62329 TEAMSOFTWARE-AS, RO
194.61.83.0/24 #AS49171 HYPERMEDIA-AS, RO
194.6.200.0/24 #AS38947 KNETWORKMEDIA, RO
194.6.201.0/24 #AS58074 IRM-AS, RO
194.6.202.0/24 #AS213264 PROSOFT, RO
194.6.203.0/24 #AS57028 NEPI-AS NEPI INVESTMENT MANAGEMENT SRL, RO
194.62.123.0/24 #AS210864 VOLTZZNODE, RO
194.6.230.0/24 #AS33829 RADCOM, RO
194.68.26.0/23 #AS9009 M247, RO
194.68.32.0/24 #AS9009 M247, RO
194.68.44.0/24 #AS9009 M247, RO
194.71.126.0/24 #AS9009 M247, RO
194.76.146.0/23 #AS41111 AS-GEOHOSTING, RO
194.76.154.0/23 #AS41111 AS-GEOHOSTING, RO
194.76.244.0/24 #AS58043 MEDICAROM, RO
194.76.245.0/24 #AS58038 VERBUND-AS General Constantin Budisteanu 16, RO
194.79.14.0/24 #AS9009 M247, RO
194.79.31.0/24 #AS9009 M247, RO
194.87.228.0/24 #AS199412 ANARCHY-LAB-SRL, RO
194.87.61.0/24 #AS200566 ANARCHY-LAB, RO
194.8.80.0/24 #AS12325 IRM-AS, RO
194.88.146.0/23 #AS35772 SWAP-AS, RO
194.88.148.0/23 #AS35775 ACTIVESOFT-AS, RO
194.8.82.0/23 #AS44580 ARECA-BUSINESS-CENTER-AS, RO
194.88.232.0/24 #AS208185 NETGATE-SOLUTION-AS, RO
194.88.238.0/23 #AS8317 NETACCESS-AS, RO
194.88.248.0/23 #AS34353 NETEX, RO
194.9.167.0/24 #AS12310 INES Bucharest  ROMANIA, RO
194.9.22.0/23 #AS57130 SECPRAL-AS Campul Painii nr.26, RO
194.93.100.0/24 #AS57464 ADI-COM-SOFT-AS BRADU 92 Avrig Sibiu, RO
194.93.32.0/22 #AS9009 M247, RO
194.9.60.0/23 #AS41486 REGISCO-AS, RO
194.99.104.0/22 #AS9009 M247, RO
194.9.92.0/23 #AS31554 LANSOFT LANSOFT NETWORK, RO
195.110.4.0/24 #AS31313 STS Bucharest, 323A Splaiul Independentei,Sector 6,060044,Romania, RO
195.110.5.0/24 #AS42142 ANPM, RO
195.114.204.0/24 #AS9009 M247, RO
195.12.50.0/23 #AS9009 M247, RO
195.12.52.0/22 #AS33823 GEMENII-NETWORK PHOENIX TELECOM & MEDIA SERVICES, RO
195.128.130.0/24 #AS56585 KOPEL-AS Calea Bucurestilor nr. 201-203, RO
195.137.166.0/24 #AS35604 RO-M2M-AS Bucuresti, RO
195.138.192.0/24 #AS41530 ANCPI-AS Str Splaiul Independentei, NR 202A Et. 1, RO
195.138.222.0/24 #AS41638 GB-ROMANIA, RO
195.140.232.0/22 #AS60574 CC-NETZ-AS01, RO
195.14.13.0/24 #AS2614 ROEDUNET, RO
195.14.20.0/24 #AS39287 MATERIALISM, RO
195.14.6.0/24 #AS41536 AS-01NODE, RO
195.146.11.0/24 #AS6663 TTI-NET, RO
195.158.234.0/23 #AS45035 RO3D-AS Academiei nr. 4-6 B, RO
195.160.162.0/23 #AS9009 M247, RO
195.170.161.0/24 #AS39809 PATRIABANK Bucharest, 1 Brezoianu Ion Street, Romania, RO
195.170.171.0/24 #AS50921 HOSTINGROMANIA-AS Str. Mihail Moxa Nr. 8, Bl. H7, Sc. 1, Ap. 16, RO
195.172.100.0/23 #AS9009 M247, RO
195.172.104.0/23 #AS9009 M247, RO
195.172.192.0/23 #AS9009 M247, RO
195.172.198.0/23 #AS9009 M247, RO
195.172.202.0/23 #AS9009 M247, RO
195.172.96.0/23 #AS9009 M247, RO
195.177.224.0/23 #AS33925 GLOBALIS-AS, RO
195.178.102.0/23 #AS39345 BTS-AS, RO
195.178.107.0/24 #AS57938 NETOP-TECH-AS Calea Vitan 6-6A, RO
195.182.208.0/23 #AS29306 INTESA-SANPAOLO-AS, RO
195.182.220.0/23 #AS25311 DIGI-BE, RO
195.184.252.0/22 #AS9009 M247, RO
195.189.138.0/23 #AS39803 APMC-AS, RO
195.189.145.0/24 #AS49437 INCDFP-AS, RO
195.189.150.0/23 #AS39829 IRISTEL-AS, RO
195.189.155.0/24 #AS44418 BITDEFENDER-AS, RO
195.189.156.0/24 #AS48955 IRM-AS, RO
195.189.194.0/23 #AS39903 RMGC-SA, RO
195.191.160.0/23 #AS43046 DEVICE-SYSTEMS, RO
195.191.46.0/23 #AS50347 ZONTERRA-AS, RO
195.200.86.0/23 #AS50369 SAFEGRID, RO
195.20.145.0/24 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
195.20.156.0/24 #AS52149 ARTSOFT-AS, RO
195.20.202.0/23 #AS41752 TERON-AS, RO
195.206.104.0/22 #AS9009 M247, RO
195.206.108.0/24 #AS9009 M247, RO
195.206.164.0/24 #AS6718 NAV NAV Communications, RO
195.210.4.0/23 #AS44418 BITDEFENDER-AS, RO
195.211.190.0/24 #AS208185 NETGATE-SOLUTION-AS, RO
195.216.218.0/24 #AS56629 TEAMNET-AS, RO
195.216.222.0/23 #AS44544 EASY-MEDIA-AS, RO
195.216.239.0/24 #AS47230 NSNP-AS, RO
195.2.246.0/23 #AS39277 MONDO-BYTE-AS Calea Bucovinei, 121, RO
195.225.140.0/22 #AS31102 AT-AS, RO
195.225.58.0/23 #AS50102 CA-CONNECT-AS Aleea Curcubeului Nr 4 Sc A Ap 1, RO
195.225.84.0/22 #AS8423 NetcoRR, RO
195.226.212.0/24 #AS51322 ASF-AS, RO
195.226.214.0/24 #AS51325 ROMASTRU-AS Str. Biharia, Nr. 67-77, RO
195.226.219.0/24 #AS208475 NRG, RO
195.228.59.0/24 #AS44277 DIGI-AS, RO
195.234.172.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
195.234.177.0/24 #AS25318 PROVISION, RO
195.234.182.0/24 #AS31354 IWAVE-AS, RO
195.234.188.0/24 #AS25409 ALSYSDATA, RO
195.234.30.0/23 #AS25326 UNIVCB-AS Str. Calea Bascovului, Nr. 2A, RO
195.234.54.0/23 #AS35726 GENERALI, RO
195.238.82.0/23 #AS50447 ELECTROGRUP-AS Calea Turzii, Nr. 217, RO
195.238.88.0/23 #AS39260 MCR-AS, RO
195.238.90.0/23 #AS39276 BLUESCREEN-AS, RO
195.242.212.0/23 #AS9009 M247, RO
195.242.214.0/24 #AS9009 M247, RO
195.242.244.0/22 #AS31313 STS Bucharest, 323A Splaiul Independentei,Sector 6,060044,Romania, RO
195.24.240.0/23 #AS8317 NETACCESS-AS, RO
195.242.88.0/23 #AS34301 KFNET, RO
195.245.220.0/24 #AS25536 ASN-METAV, RO
195.245.82.0/24 #AS58074 IRM-AS, RO
195.246.242.0/23 #AS5606 GTS-BACKBONE GTS Telecom, RO
195.246.250.0/23 #AS39646 IACCESS-ASN, RO
195.248.228.0/23 #AS42640 VENDIO-AS, RO
195.248.65.0/24 #AS41210 ICGRO-AS Bucharest, 136, Calea Plevnei Str, RO
195.248.76.0/24 #AS41192 INEDIT-AS, RO
195.248.79.0/24 #AS59938 SCHENKER-AS, RO
195.250.53.0/24 #AS39474 NEOGEN-AS, RO
195.250.59.0/24 #AS16199 MEGADATA-AS Horea nr. 14, RO
195.254.133.0/24 #AS39385 UORADEA-AS, RO
195.254.134.0/23 #AS33911 TENNET, RO
195.254.166.0/23 #AS51029 ANTIBIOTICE-AS Str. Valea Lupului, Nr. 1, RO
195.28.162.0/23 #AS60615 POSTA-ROMANA-AS Bdul Dacia Nr 140 Parter, Et 3-11, RO
195.28.176.0/23 #AS33821 BVB-ASN Bucuresti, B-dul Carol I, 34-36, Sector 2, 020922, Romania, RO
195.28.184.0/23 #AS33823 GEMENII-NETWORK PHOENIX TELECOM & MEDIA SERVICES, RO
195.28.2.0/23 #AS30890 TENNET, RO
195.28.24.0/23 #AS28743 VOXLINE, RO
195.28.4.0/23 #AS44738 AVIA-MOTORS-AS, RO
195.34.76.0/23 #AS44960 CRYSTAL-SYSTEM-AS, RO
195.35.100.0/24 #AS48955 IRM-AS, RO
195.40.108.0/23 #AS9009 M247, RO
195.40.96.0/23 #AS9009 M247, RO
195.42.116.0/23 #AS44719 KBC-AS, RO
195.42.138.0/23 #AS42094 PRESTIGE-MEDIA-AS, RO
195.47.214.0/24 #AS50402 AUTONET, RO
195.49.248.0/21 #AS40984 BENSOFT-TELECOM, RO
195.54.170.0/23 #AS9009 M247, RO
195.54.54.0/23 #AS212212 AS_POWERVPP, RO
195.58.35.0/24 #AS9009 M247, RO
195.60.178.0/23 #AS45035 RO3D-AS Academiei nr. 4-6 B, RO
195.60.238.0/24 #AS48955 IRM-AS, RO
195.60.72.0/23 #AS39732 EUROBIT-AS, RO
195.60.74.0/24 #AS35268 UNITED-INTERNET-AS, RO
195.60.75.0/24 #AS39734 A1TELECOM-AS, RO
195.60.78.0/23 #AS39745 INDACO-AS Str. Izvor, nr. 78, RO
195.62.51.0/24 #AS60453 IMPULS-CONSTRUCT-AS MALULUI, NR. 10, RO
195.62.56.0/23 #AS44830 PORSCHE-RO-AS, RO
195.62.94.0/23 #AS47291 AVN-AS, RO
195.64.178.0/23 #AS34711 ICE-COMPUTERS-AS, RO
195.66.113.0/24 #AS44867 AGENTIA-NATIONALA-DE-PRESA-ROMPRES-AS PIATA PRESEI LIBERE 1, RO
195.66.124.0/24 #AS44909 LANDS-SERVICES-INTERNATIONAL-SRL-AS, RO
195.74.71.0/24 #AS39464 RO-STARDESIGN-ASN, RO
195.74.78.0/24 #AS42890 HTSS-AS, RO
195.74.93.0/24 #AS25198 ZETSERVERS ZetServers.com - Unmetered Cloud and Dedicated Servers Provider, RO
195.78.106.0/23 #AS50413 MSIS-ITC-AS, RO
195.78.124.0/24 #AS2541 OPERATIUNI-SPECIALE OPERATIUNI SPECIALE, RO
195.78.64.0/23 #AS41492 EXIMBANK-AS, RO
195.78.88.0/23 #AS41534 SMITHFIELD-AS, RO
195.80.142.0/24 #AS210878 TREADSTONE-AS, RO
195.8.105.0/24 #AS12592 TTS Bucharest, Biharia 67-77, RO
195.8.120.0/24 #AS34451 BROM-AS STR. BARBU DELAVRANCEA, 6A, RO
195.8.206.0/23 #AS41807 SKYTELECOM-AS 5, Calea Moinesti Street, RO
195.82.130.0/23 #AS44861 SIVECO-AS, RO
195.82.148.0/23 #AS44875 FIS-AS FRONTAL INTEGRATEG SOLUTIONS SRL, RO
195.85.211.0/24 #AS29267 RO-QUEST, RO
195.85.239.0/24 #AS29324 ASN-ROEON, RO
195.88.174.0/23 #AS50939 SPACE-AS, RO
