192.175.48.1/32 #AS51620 SILESIA-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
178.213.160.0/21 #AS51636 BORKOW-AS, PL
91.123.178.0/23 #AS51648 GIGA-AS # 2, PL
91.123.180.0/22 #AS51648 GIGA-AS # 2, PL
91.123.185.0/24 #AS51648 GIGA-AS # 2, PL
91.123.188.0/23 #AS51648 GIGA-AS # 2, PL
91.123.191.0/24 #AS51648 GIGA-AS # 2, PL
46.17.112.0/21 #AS51675 WEBDEV-AS, PL
91.219.208.0/22 #AS51717 MUCHA-AS, PL
91.220.18.0/24 #AS51750 FMC-POLAND-AS, PL
156.67.116.0/24 #AS51757 PL-INFRATEL-AS, PL
85.198.252.0/23 #AS51769 ELWICO, PL
178.213.216.0/21 #AS51769 ELWICO, PL
83.136.224.0/22 #AS51772 ENION-AS, PL
83.136.228.0/23 #AS51772 ENION-AS, PL
83.136.230.0/24 #AS51772 ENION-AS, PL
91.220.73.0/24 #AS51772 ENION-AS, PL
91.220.105.0/24 #AS51774 SPS-NET, PL
83.175.128.0/21 #AS51792 GIGA-AS # 1, PL
83.175.140.0/23 #AS51792 GIGA-AS # 1, PL
91.123.176.0/20 #AS51792 GIGA-AS # 1, PL
91.219.112.0/22 #AS51792 GIGA-AS # 1, PL
178.213.96.0/21 #AS51864 FOURSYNC-AS, PL
91.220.164.0/24 #AS51879 CCIG-BGP, PL
85.11.117.0/24 #AS51931 ARPNET-AS, PL
91.221.122.0/23 #AS51931 ARPNET-AS, PL
45.150.151.0/24 #AS51944 PROMEDIA-IPV-AS, PL
91.227.103.0/24 #AS51944 PROMEDIA-IPV-AS, PL
91.227.104.0/22 #AS51944 PROMEDIA-IPV-AS, PL
185.123.48.0/22 #AS51944 PROMEDIA-IPV-AS, PL
185.235.34.0/24 #AS51944 PROMEDIA-IPV-AS, PL
193.151.48.0/22 #AS51944 PROMEDIA-IPV-AS, PL
193.203.22.0/24 #AS51944 PROMEDIA-IPV-AS, PL
193.203.224.0/24 #AS51944 PROMEDIA-IPV-AS, PL
193.218.7.0/24 #AS51944 PROMEDIA-IPV-AS, PL
91.219.104.0/22 #AS51948 MARKOMP-AS, PL
185.240.8.0/22 #AS51948 MARKOMP-AS, PL
195.242.64.0/23 #AS51948 MARKOMP-AS, PL
91.222.24.0/22 #AS51960 PROMARKET-AS, PL
185.78.72.0/22 #AS51960 PROMARKET-AS, PL
193.9.123.0/24 #AS51960 PROMARKET-AS, PL
193.84.1.0/24 #AS51960 PROMARKET-AS, PL
193.84.6.0/24 #AS51960 PROMARKET-AS, PL
193.84.11.0/24 #AS51960 PROMARKET-AS, PL
193.84.16.0/24 #AS51960 PROMARKET-AS, PL
193.104.5.0/24 #AS51960 PROMARKET-AS, PL
194.106.198.0/24 #AS51960 PROMARKET-AS, PL
195.206.116.0/22 #AS51960 PROMARKET-AS, PL
195.242.108.0/23 #AS51960 PROMARKET-AS, PL
91.222.68.0/22 #AS51976 JP-TELEKOM-AS, PL
91.222.108.0/22 #AS51986 PHU_IT-SERWIS, PL
46.183.208.0/23 #AS51996 MICROSTRATEGY_POLAND-AS, PL
46.151.216.0/21 #AS52009 SEJNET-AS, PL
193.200.122.0/23 #AS52020 RSKNET-AS, PL
195.222.112.0/22 #AS52020 RSKNET-AS, PL
213.108.224.0/21 #AS52020 RSKNET-AS, PL
46.174.74.0/23 #AS52064 GLOBAL-AS, PL
91.222.124.0/22 #AS52078 MARTEL, PL
46.151.184.0/21 #AS52079 INTERDUO-AS, PL
46.174.0.0/21 #AS52101 INET-CENTRUM, PL
91.222.116.0/22 #AS52101 INET-CENTRUM, PL
45.148.40.0/22 #AS52106 GALATEA-AS, PL
91.238.56.0/22 #AS52106 GALATEA-AS, PL
194.60.202.0/24 #AS52106 GALATEA-AS, PL
194.60.205.0/24 #AS52106 GALATEA-AS, PL
194.61.56.0/24 #AS52106 GALATEA-AS, PL
194.61.159.0/24 #AS52106 GALATEA-AS, PL
194.180.44.0/22 #AS52106 GALATEA-AS, PL
194.247.62.0/24 #AS52106 GALATEA-AS, PL
195.3.152.0/22 #AS52106 GALATEA-AS, PL
46.174.24.0/21 #AS52110 IPC-SANOK-AS, PL
195.20.134.0/24 #AS52123 SYNEVO-, PL
91.222.148.0/22 #AS52124 FALCOM-AS, PL
46.174.176.0/21 #AS52142 POLCOM-AS, PL
91.210.128.0/23 #AS52142 POLCOM-AS, PL
91.230.233.0/24 #AS52142 POLCOM-AS, PL
91.231.178.0/24 #AS52142 POLCOM-AS, PL
185.16.144.0/22 #AS52142 POLCOM-AS, PL
195.69.80.0/22 #AS52142 POLCOM-AS, PL
91.222.192.0/22 #AS52153 BGCOM, PL
192.175.48.1/32 #AS52185 INOTEL-FOREIGN-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
46.149.208.0/20 #AS52195 AP-MEDIA-AS, PL
185.12.20.0/22 #AS52195 AP-MEDIA-AS, PL
185.237.162.0/23 #AS52195 AP-MEDIA-AS, PL
194.247.41.0/24 #AS52203 MLAB-AS, PL
62.122.120.0/21 #AS56373 WAVE-AS, PL
82.177.12.0/23 #AS56373 WAVE-AS, PL
91.224.116.0/23 #AS56373 WAVE-AS, PL
185.53.144.0/22 #AS56373 WAVE-AS, PL
194.49.104.0/22 #AS56373 WAVE-AS, PL
46.232.128.0/21 #AS56391 VTELECOM, PL
77.223.204.0/22 #AS56391 VTELECOM, PL
77.223.208.0/22 #AS56391 VTELECOM, PL
79.139.82.0/23 #AS56391 VTELECOM, PL
87.239.240.0/21 #AS56391 VTELECOM, PL
91.123.160.0/20 #AS56391 VTELECOM, PL
91.231.9.0/24 #AS56391 VTELECOM, PL
91.231.12.0/22 #AS56391 VTELECOM, PL
185.6.52.0/22 #AS56391 VTELECOM, PL
91.223.130.0/24 #AS56408 AIRPORT_GDANSK-AS, PL
91.197.241.0/24 #AS56441 TELEFONSERWIS-AS, PL
91.224.118.0/23 #AS56441 TELEFONSERWIS-AS, PL
91.231.125.0/24 #AS56441 TELEFONSERWIS-AS, PL
81.15.138.0/23 #AS56449 INTERA-AS, PL
91.225.156.0/22 #AS56449 INTERA-AS, PL
91.223.168.0/24 #AS56470 CONSILIO-AS, PL
91.223.175.0/24 #AS56475 DATA-COM-AS, PL
91.224.192.0/23 #AS56475 DATA-COM-AS, PL
91.235.230.0/24 #AS56475 DATA-COM-AS, PL
91.224.198.0/23 #AS56511 GAMP-AS, PL
31.128.0.0/19 #AS56515 OXYNET-AS, PL
176.110.144.0/20 #AS56515 OXYNET-AS, PL
185.24.164.0/22 #AS56515 OXYNET-AS, PL
91.224.224.0/23 #AS56523 AMELEKTRONIK, PL
185.38.221.0/24 #AS56523 AMELEKTRONIK, PL
91.216.99.0/24 #AS56544 MARLENA, PL
91.225.176.0/22 #AS56544 MARLENA, PL
217.11.140.0/23 #AS56544 MARLENA, PL
31.41.24.0/21 #AS56575 TEPSANET, PL
194.36.204.0/22 #AS56575 TEPSANET, PL
195.128.140.0/24 #AS56590 RBO-NET, PL
91.225.240.0/22 #AS56597 FALCONN-AS, PL
195.128.148.0/24 #AS56609 DRUTEX-AS, PL
77.73.16.0/22 #AS56628 STORMMEDIA, PL
192.162.148.0/22 #AS56628 STORMMEDIA, PL
91.226.110.0/23 #AS56658 ISI-AS, PL
31.192.216.0/21 #AS56682 INTERIAPL-AS2, PL
31.130.96.0/20 #AS56709 ST-WIST-AS, PL
185.141.136.0/22 #AS56709 ST-WIST-AS, PL
195.238.168.0/22 #AS56709 ST-WIST-AS, PL
91.226.228.0/22 #AS56712 SUMERNET-AS, PL
185.152.76.0/22 #AS56712 SUMERNET-AS, PL
91.226.251.0/24 #AS56713 NOVUM, PL
91.224.144.0/23 #AS56752 POLMSAS, PL
91.227.156.0/22 #AS56783 CONNECTIT-AS, PL
91.194.144.0/23 #AS56819 UMWL1-AS, PL
91.228.11.0/24 #AS56826 ULC, PL
91.228.32.0/22 #AS56838 VATUS, PL
91.228.136.0/22 #AS56869 MPC-, PL
193.168.240.0/22 #AS56869 MPC-, PL
91.228.204.0/24 #AS56904 IHAR-AS, PL
91.246.60.0/24 #AS56905 PL-KK-AS, PL
195.96.133.0/24 #AS56905 PL-KK-AS, PL
217.114.45.0/24 #AS56905 PL-KK-AS, PL
31.132.64.0/21 #AS56945 NEANET-AS, PL
91.229.84.0/22 #AS56949 LANNET-AS, PL
91.229.88.0/23 #AS56949 LANNET-AS, PL
31.135.16.0/20 #AS56983 SWIDMAN-AS, PL
89.22.4.0/24 #AS57031 QUESTORA, PL
89.22.7.0/24 #AS57031 QUESTORA, PL
192.175.48.1/32 #AS57042 NETCOMPO-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
89.22.32.0/21 #AS57055 MATRIX-NET-AS, PL
91.230.112.0/22 #AS57055 MATRIX-NET-AS, PL
192.175.48.1/32 #AS57061 NETRIC, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
89.22.208.0/21 #AS57101 WADOWICE-NET, PL
91.230.157.0/24 #AS57101 WADOWICE-NET, PL
176.116.200.0/21 #AS57101 WADOWICE-NET, PL
195.136.136.0/22 #AS57101 WADOWICE-NET, PL
91.230.221.0/24 #AS57121 IT-SYSTEMATIC-GROUP, PL
176.96.144.0/21 #AS57121 IT-SYSTEMATIC-GROUP, PL
176.96.160.0/20 #AS57121 IT-SYSTEMATIC-GROUP, PL
192.109.84.0/23 #AS57121 IT-SYSTEMATIC-GROUP, PL
192.109.132.0/23 #AS57121 IT-SYSTEMATIC-GROUP, PL
193.8.57.0/24 #AS57170 ZATM-AS, PL
46.151.72.0/21 #AS57213 FAN-TEX-AS, PL
91.210.12.0/22 #AS57213 FAN-TEX-AS, PL
91.236.8.0/23 #AS57213 FAN-TEX-AS, PL
176.109.128.0/21 #AS57213 FAN-TEX-AS, PL
176.97.48.0/24 #AS57219 MULTINET-AS, PL
185.144.113.0/24 #AS57219 MULTINET-AS, PL
185.198.18.0/23 #AS57219 MULTINET-AS, PL
91.203.223.0/24 #AS57239 NOBO_QUALITY, PL
91.236.53.0/24 #AS57239 NOBO_QUALITY, PL
193.22.81.0/24 #AS57249 EDGE-AS EDGE-NPD, PL
192.175.48.1/32 #AS57254 SKANET, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
45.88.4.0/24 #AS57255 PLATKOM-AS, PL
91.230.156.0/24 #AS57255 PLATKOM-AS, PL
213.177.184.0/24 #AS57255 PLATKOM-AS, PL
185.230.28.0/22 #AS57263 ELBONET, PL
193.188.198.0/23 #AS57263 ELBONET, PL
91.227.212.0/22 #AS57305 COMARCH-AS, PL
195.149.100.0/24 #AS57305 COMARCH-AS, PL
85.202.52.0/24 #AS57321 AMINET, PL
91.231.124.0/24 #AS57321 AMINET, PL
5.206.240.0/20 #AS57332 TOM-NET-AS, PL
45.85.8.0/22 #AS57332 TOM-NET-AS, PL
159.255.176.0/20 #AS57332 TOM-NET-AS, PL
217.17.37.0/24 #AS57355 NETDESIGN-ZONE, PL
91.231.230.0/23 #AS57360 NOMINO-, PL
31.186.80.0/21 #AS57367 ECO-ATMAN-PL ECO-ATMAN-, PL
77.79.211.0/24 #AS57367 ECO-ATMAN-PL ECO-ATMAN-, PL
77.79.227.0/24 #AS57367 ECO-ATMAN-PL ECO-ATMAN-, PL
77.79.248.0/24 #AS57367 ECO-ATMAN-PL ECO-ATMAN-, PL
77.79.250.0/24 #AS57367 ECO-ATMAN-PL ECO-ATMAN-, PL
85.194.240.0/21 #AS57367 ECO-ATMAN-PL ECO-ATMAN-, PL
85.232.241.0/24 #AS57367 ECO-ATMAN-PL ECO-ATMAN-, PL
91.150.187.0/24 #AS57367 ECO-ATMAN-PL ECO-ATMAN-, PL
91.185.184.0/21 #AS57367 ECO-ATMAN-PL ECO-ATMAN-, PL
128.204.216.0/21 #AS57367 ECO-ATMAN-PL ECO-ATMAN-, PL
185.36.168.0/22 #AS57367 ECO-ATMAN-PL ECO-ATMAN-, PL
192.54.220.0/24 #AS57367 ECO-ATMAN-PL ECO-ATMAN-, PL
194.33.187.0/24 #AS57367 ECO-ATMAN-PL ECO-ATMAN-, PL
195.167.159.0/24 #AS57367 ECO-ATMAN-PL ECO-ATMAN-, PL
206.252.232.0/24 #AS57367 ECO-ATMAN-PL ECO-ATMAN-, PL
206.252.251.0/24 #AS57367 ECO-ATMAN-PL ECO-ATMAN-, PL
212.91.26.0/23 #AS57367 ECO-ATMAN-PL ECO-ATMAN-, PL
213.189.52.0/22 #AS57367 ECO-ATMAN-PL ECO-ATMAN-, PL
213.189.56.0/24 #AS57367 ECO-ATMAN-PL ECO-ATMAN-, PL
213.189.58.0/24 #AS57367 ECO-ATMAN-PL ECO-ATMAN-, PL
193.150.76.0/22 #AS57404 COMAX, PL
78.31.120.0/21 #AS57476 TVKNET-AS, PL
91.201.16.0/22 #AS57476 TVKNET-AS, PL
176.101.160.0/21 #AS57476 TVKNET-AS, PL
91.192.144.0/22 #AS57478 DARNET-AS, PL
91.214.36.0/22 #AS57478 DARNET-AS, PL
91.214.52.0/22 #AS57478 DARNET-AS, PL
91.224.146.0/23 #AS57478 DARNET-AS, PL
185.237.156.0/22 #AS57478 DARNET-AS, PL
193.169.18.0/23 #AS57478 DARNET-AS, PL
91.232.4.0/23 #AS57480 PROJECTPOL-AS, PL
195.136.37.0/24 #AS57480 PROJECTPOL-AS, PL
91.217.221.0/24 #AS57488 AVENA-, PL
91.232.102.0/24 #AS57488 AVENA-, PL
45.154.144.0/22 #AS57492 HOST4BIZ-CH, PL
91.232.160.0/23 #AS57524 WEBTEAM, PL
193.187.53.0/24 #AS57524 WEBTEAM, PL
91.232.190.0/23 #AS57536 MICROLINK, PL
185.107.65.0/24 #AS57536 MICROLINK, PL
91.230.148.0/24 #AS57556 HYVA, PL
91.233.18.0/24 #AS57569 ENEA-AS, PL
91.233.60.0/24 #AS57593 PSG-AS-TA, PL
91.233.76.0/22 #AS57594 FAN-TEX * NETIA *, PL
84.205.168.0/24 #AS57608 DGNET, PL
84.205.172.0/22 #AS57608 DGNET, PL
89.234.204.0/24 #AS57608 DGNET, PL
89.234.235.0/24 #AS57608 DGNET, PL
91.233.112.0/22 #AS57608 DGNET, PL
185.46.168.0/22 #AS57608 DGNET, PL
185.238.120.0/22 #AS57608 DGNET, PL
185.242.127.0/24 #AS57608 DGNET, PL
193.32.180.0/22 #AS57608 DGNET, PL
193.203.56.0/22 #AS57608 DGNET, PL
194.11.224.0/24 #AS57608 DGNET, PL
194.88.214.0/23 #AS57608 DGNET, PL
194.177.4.0/22 #AS57608 DGNET, PL
195.225.136.0/22 #AS57608 DGNET, PL
176.103.32.0/22 #AS57613 ESNET, PL
176.103.36.0/23 #AS57613 ESNET, PL
176.103.39.0/24 #AS57613 ESNET, PL
91.207.166.0/23 #AS57643 AIRCITY-NET, PL
91.235.20.0/22 #AS57643 AIRCITY-NET, PL
91.235.24.0/23 #AS57643 AIRCITY-NET, PL
185.174.120.0/22 #AS57643 AIRCITY-NET, PL
185.188.164.0/22 #AS57643 AIRCITY-NET, PL
194.28.40.0/22 #AS57643 AIRCITY-NET, PL
31.222.16.0/21 #AS57665 EVIO-, PL
185.226.44.0/22 #AS57665 EVIO-, PL
185.241.104.0/22 #AS57665 EVIO-, PL
171.25.182.0/24 #AS57701 ASMTK, PL
176.106.104.0/21 #AS57701 ASMTK, PL
194.31.48.0/23 #AS57715 CAFE-NET-AS, PL
31.135.160.0/21 #AS57718 INM2-AS ul. Traugutta 2, PL
91.233.228.0/23 #AS57723 MEDIATELEKOM, PL
185.186.16.0/23 #AS57723 MEDIATELEKOM, PL
185.186.18.0/24 #AS57723 MEDIATELEKOM, PL
194.31.40.0/23 #AS57723 MEDIATELEKOM, PL
31.135.192.0/20 #AS57789 HomeNet Technologies Sp. z o.o., PL
185.23.7.0/24 #AS57789 HomeNet Technologies Sp. z o.o., PL
109.232.243.0/24 #AS57810 MODLIN-AIRPORT, PL
185.73.210.0/23 #AS57811 REDGETECHNOLOGIES, PL
188.64.80.0/21 #AS57811 REDGETECHNOLOGIES, PL
37.128.160.0/22 #AS57832 VSTACK, PL
91.236.0.0/24 #AS57875 PLWSA-AS, PL
146.19.164.0/24 #AS57889 MAXSERWIS-AS, PL
176.111.16.0/20 #AS57889 MAXSERWIS-AS, PL
91.231.19.0/24 #AS57890 POTEL-AS, PL
91.231.20.0/23 #AS57890 POTEL-AS, PL
31.41.144.0/22 #AS57896 YNET-AS, PL
176.109.48.0/21 #AS57896 YNET-AS, PL
185.166.168.0/22 #AS57896 YNET-AS, PL
194.50.156.0/22 #AS57896 YNET-AS, PL
91.236.125.0/24 #AS57897 MOBITEX-AS ul. Modlinska 49, PL
194.1.217.0/24 #AS57905 AZOTY-PULAWY-ASN, PL
192.175.48.1/32 #AS57921 IRGITNET, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
91.236.233.0/24 #AS57945 QUICKTEL-AS, PL
91.237.80.0/23 #AS57966 INTRATEL-AS, PL
206.252.231.0/24 #AS57966 INTRATEL-AS, PL
176.111.112.0/21 #AS57978 DIGICOM, PL
91.237.118.0/24 #AS57983 TOYA_AS ul. Soltysowicka 1315, PL
91.237.154.0/23 #AS57998 ANFA-, PL
91.237.156.0/22 #AS57998 ANFA-, PL
91.237.149.0/24 #AS58017 ASN-BONDSPOT, PL
91.237.171.0/24 #AS58035 UM-ZABRZE-AS, PL
91.238.78.0/24 #AS58077 ESBANK-AS, PL
194.33.72.0/22 #AS58237 KABOS, PL
91.227.61.0/24 #AS58307 RIX, PL
91.229.210.0/24 #AS58307 RIX, PL
5.104.248.0/21 #AS58321 OXYLION-AS, PL
81.161.192.0/20 #AS58321 OXYLION-AS, PL
91.232.44.0/23 #AS58321 OXYLION-AS, PL
94.152.254.0/23 #AS58321 OXYLION-AS, PL
109.199.0.0/19 #AS58321 OXYLION-AS, PL
109.207.48.0/20 #AS58321 OXYLION-AS, PL
176.227.160.0/21 #AS58321 OXYLION-AS, PL
178.249.88.0/21 #AS58321 OXYLION-AS, PL
185.34.76.0/22 #AS58321 OXYLION-AS, PL
185.73.88.0/22 #AS58321 OXYLION-AS, PL
185.80.212.0/22 #AS58321 OXYLION-AS, PL
193.242.168.0/23 #AS58321 OXYLION-AS, PL
195.3.232.0/22 #AS58321 OXYLION-AS, PL
185.31.216.0/22 #AS58334 DAWIS_IT, PL
185.131.224.0/22 #AS58334 DAWIS_IT, PL
193.35.41.0/24 #AS58334 DAWIS_IT, PL
193.242.215.0/24 #AS58335 ESLUPSK-AS, PL
176.115.0.0/19 #AS58350 CLASSCOM-AS, PL
91.216.194.0/24 #AS59415 HAKER, PL
91.234.49.0/24 #AS59415 HAKER, PL
195.140.128.0/22 #AS59415 HAKER, PL
176.121.80.0/21 #AS59444 ASAMSNET, PL
195.64.174.0/23 #AS59444 ASAMSNET, PL
91.241.32.0/22 #AS59460 ASN-M3NET, PL
185.135.192.0/22 #AS59460 ASN-M3NET, PL
194.146.4.0/22 #AS59460 ASN-M3NET, PL
185.99.192.0/22 #AS59471 MOVICOM, PL
194.153.107.0/24 #AS59471 MOVICOM, PL
195.74.64.0/24 #AS59471 MOVICOM, PL
5.152.160.0/23 #AS59472 SINERSIO-AS ul. Inzynierska 8, PL
5.152.163.0/24 #AS59472 SINERSIO-AS ul. Inzynierska 8, PL
5.152.164.0/22 #AS59472 SINERSIO-AS ul. Inzynierska 8, PL
185.94.68.0/24 #AS59472 SINERSIO-AS ul. Inzynierska 8, PL
185.94.71.0/24 #AS59472 SINERSIO-AS ul. Inzynierska 8, PL
31.6.68.0/22 #AS59491 LIVENET-, PL
91.188.125.0/24 #AS59491 LIVENET-, PL
91.238.134.0/23 #AS59491 LIVENET-, PL
178.19.96.0/24 #AS59491 LIVENET-, PL
178.19.99.0/24 #AS59491 LIVENET-, PL
178.19.104.0/21 #AS59491 LIVENET-, PL
185.24.216.0/24 #AS59491 LIVENET-, PL
185.24.218.0/23 #AS59491 LIVENET-, PL
212.59.229.0/24 #AS59491 LIVENET-, PL
212.59.240.0/23 #AS59491 LIVENET-, PL
212.59.243.0/24 #AS59491 LIVENET-, PL
212.59.244.0/22 #AS59491 LIVENET-, PL
194.61.57.0/24 #AS59551 KERATRONIK-AS, PL
193.35.1.0/24 #AS59572 NETASK_AS ul. Klonowa 12d14, PL
193.41.44.0/24 #AS59579 ITMPOLAND-AS, PL
46.254.77.0/24 #AS59607 TVK-HAJNOWKA-AS, PL
89.42.238.0/23 #AS59607 TVK-HAJNOWKA-AS, PL
91.203.222.0/24 #AS59607 TVK-HAJNOWKA-AS, PL
91.204.163.0/24 #AS59607 TVK-HAJNOWKA-AS, PL
91.240.106.0/23 #AS59607 TVK-HAJNOWKA-AS, PL
91.244.184.0/21 #AS59607 TVK-HAJNOWKA-AS, PL
91.244.208.0/20 #AS59607 TVK-HAJNOWKA-AS, PL
91.247.146.0/24 #AS59607 TVK-HAJNOWKA-AS, PL
176.124.242.0/23 #AS59607 TVK-HAJNOWKA-AS, PL
185.156.32.0/22 #AS59607 TVK-HAJNOWKA-AS, PL
188.208.216.0/23 #AS59607 TVK-HAJNOWKA-AS, PL
193.32.36.0/24 #AS59607 TVK-HAJNOWKA-AS, PL
91.245.80.0/21 #AS59611 GIGANET-AS, PL
195.20.200.0/23 #AS59611 GIGANET-AS, PL
91.223.4.0/24 #AS59670 SACOM, PL
195.24.248.0/23 #AS59670 SACOM, PL
185.3.112.0/22 #AS59686 GEMINI-, PL
193.25.0.0/21 #AS59686 GEMINI-, PL
81.163.200.0/21 #AS59782 INTERBLOCK-ASN, PL
185.70.36.0/22 #AS59828 TOTALSAFE, PL
193.59.104.0/23 #AS59832 NASK-PIB, PL
192.175.48.1/32 #AS59901 ASN-M3NET-TRANSIT, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS59927 INTEN-DRC, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
91.224.46.0/23 #AS59945 HYNASINSKI-AS, PL
185.80.57.0/24 #AS59945 HYNASINSKI-AS, PL
185.80.58.0/24 #AS59945 HYNASINSKI-AS, PL
193.59.12.0/23 #AS59948 SNT-AS59948, PL
194.92.118.0/23 #AS59948 SNT-AS59948, PL
45.74.214.0/23 #AS59958 MJ7912-RIPE, PL
176.97.52.0/22 #AS59958 MJ7912-RIPE, PL
91.246.76.0/22 #AS59990 NETRUNNER-AS, PL
31.41.232.0/21 #AS60018 MAXIA, PL
91.226.16.0/23 #AS60018 MAXIA, PL
91.235.222.0/23 #AS60018 MAXIA, PL
185.62.92.0/22 #AS60018 MAXIA, PL
192.175.48.1/32 #AS60047 PL-S4DC-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
81.15.167.0/24 #AS60106 BUCHALTER-AS, PL
185.53.96.0/22 #AS60158 PL-PPNT-DC-AS, PL
85.11.86.0/24 #AS60189 WEGLOKOKS-AS, PL
91.223.31.0/24 #AS60191 NOWATEL-AS, PL
176.123.60.0/23 #AS60191 NOWATEL-AS, PL
185.47.64.0/22 #AS60191 NOWATEL-AS, PL
185.206.112.0/22 #AS60191 NOWATEL-AS, PL
185.223.53.0/24 #AS60191 NOWATEL-AS, PL
193.162.104.0/24 #AS60191 NOWATEL-AS, PL
213.108.112.0/21 #AS60191 NOWATEL-AS, PL
91.204.28.0/22 #AS60195 SCARNET-AS, PL
91.238.166.0/23 #AS60195 SCARNET-AS, PL
193.187.70.0/24 #AS60217 PL-BEYONDDATACENTER-ASN, PL
91.237.79.0/24 #AS60219 ITALNET, PL
185.34.48.0/22 #AS60243 GM-RADOM, PL
192.175.48.1/32 #AS60276 ASN-DCIX DCIX - DCENTER Internet eXchange, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
5.172.188.0/23 #AS60279 ELKMAN, PL
31.179.252.0/24 #AS60309 CTINET-, PL
192.175.48.1/32 #AS60317 PL-BESKIDMEDIA, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
185.33.36.0/22 #AS60323 SPNT-AS, PL
91.233.107.0/24 #AS60335 BS-LIMANOWA-AS, PL
91.231.44.0/23 #AS60336 KRAKOWSKI-INTERNET, PL
81.15.200.0/24 #AS60378 GAZAKSA-AS, PL
82.177.136.0/23 #AS60378 GAZAKSA-AS, PL
194.28.12.0/22 #AS60399 ADAMPOLNET, PL
91.239.129.0/24 #AS60418 PL-SENETIC-AS, PL
148.81.116.0/24 #AS60421 UM-SIEDLCE, PL
185.31.48.0/22 #AS60425 CGNET-AS-, PL
85.219.192.0/24 #AS60448 COVERNETAS, PL
89.174.25.0/24 #AS60448 COVERNETAS, PL
89.174.26.0/23 #AS60448 COVERNETAS, PL
89.174.184.0/24 #AS60448 COVERNETAS, PL
176.98.120.0/21 #AS60448 COVERNETAS, PL
91.239.113.0/24 #AS60466 INTROLAN-INTERNET Mazowiecka 129 18-400 ?om?a, PL
91.239.114.0/23 #AS60466 INTROLAN-INTERNET Mazowiecka 129 18-400 ?om?a, PL
81.15.206.0/23 #AS60468 TVKG, PL
81.15.248.0/22 #AS60468 TVKG, PL
88.220.86.0/23 #AS60468 TVKG, PL
88.220.144.0/22 #AS60468 TVKG, PL
185.27.188.0/22 #AS60468 TVKG, PL
194.183.44.0/22 #AS60468 TVKG, PL
91.225.8.0/22 #AS60534 LAGUNA-AS, PL
185.54.102.0/24 #AS60534 LAGUNA-AS, PL
185.135.120.0/22 #AS60534 LAGUNA-AS, PL
185.244.239.0/24 #AS60534 LAGUNA-AS, PL
185.244.84.0/22 #AS60552 BATEX-AS, PL
192.166.220.0/22 #AS60552 BATEX-AS, PL
193.138.28.0/24 #AS60552 BATEX-AS, PL
193.138.72.0/24 #AS60552 BATEX-AS, PL
193.138.75.0/24 #AS60552 BATEX-AS, PL
193.138.85.0/24 #AS60552 BATEX-AS, PL
185.29.84.0/22 #AS60563 TRANSMITEL-AS, PL
185.28.178.0/24 #AS60565 WSPRSZCZECIN ul.Mazowiecka 14, PL
185.29.12.0/22 #AS60589 LIQUID-AS, PL
185.99.172.0/22 #AS60589 LIQUID-AS, PL
185.120.64.0/22 #AS60589 LIQUID-AS, PL
185.242.126.0/24 #AS60589 LIQUID-AS, PL
38.56.199.0/24 #AS60594 T-BAND-ASN, PL
155.133.32.0/24 #AS60594 T-BAND-ASN, PL
91.236.84.0/22 #AS60624 MYNETPL-AS, PL
185.28.248.0/22 #AS60624 MYNETPL-AS, PL
185.172.87.0/24 #AS60624 MYNETPL-AS, PL
185.32.4.0/22 #AS60645 ASC-AS, PL
185.122.172.0/23 #AS60646 LUTEKLANPL-AS, PL
155.133.33.0/24 #AS60695 NETRONIK-AS, PL
155.133.60.0/23 #AS60695 NETRONIK-AS, PL
185.225.100.0/22 #AS60695 NETRONIK-AS, PL
185.228.108.0/22 #AS60695 NETRONIK-AS, PL
91.215.104.0/22 #AS60705 ABI-NET, PL
82.160.50.0/24 #AS60713 TARRCI-AS, PL
91.236.131.0/24 #AS60713 TARRCI-AS, PL
153.92.16.0/21 #AS60713 TARRCI-AS, PL
153.92.24.0/23 #AS60713 TARRCI-AS, PL
185.15.44.0/22 #AS60713 TARRCI-AS, PL
185.235.68.0/23 #AS60713 TARRCI-AS, PL
193.239.44.0/22 #AS60713 TARRCI-AS, PL
195.246.126.0/23 #AS60713 TARRCI-AS, PL
